variant,variant_order,useful_life_months,deal_type_eligibility_split,path,month_end_date,fiscal_year,commission_earned,immediate_expense,capitalised_amount,amortisation,gaap_commission_expense,ending_commission_asset,is_actual
Useful life - 24 months,2,24,false,Base,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,28207.153259125,55744.314539125,371339.022033125,true
Useful life - 24 months,2,24,false,Base,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,29274.479462,47075.309692999996,367680.371440125,true
Useful life - 24 months,2,24,false,Base,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,31827.0087045,74398.0048845,397114.06455562497,true
Useful life - 24 months,2,24,false,Base,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,33630.226493625,63704.23165462499,406761.06500099995,true
Useful life - 24 months,2,24,false,Base,2026-01-31,2026,44214.5802,18127.977882,26086.602318,33997.741756375,52125.719638375,398849.92556262494,true
Useful life - 24 months,2,24,false,Base,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,33872.563418125,49452.54291812499,387397.33264449995,true
Useful life - 24 months,2,24,false,Base,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,33098.473447125,53240.977678125,383284.41406637494,true
Useful life - 24 months,2,24,false,Base,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,33989.679435875,68810.335776875,399402.50838949997,true
Useful life - 24 months,2,24,false,Base,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,33596.86234025,58361.66917925,401442.80711025,true
Useful life - 24 months,2,24,false,Base,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,34322.829027625,63216.248823625,408698.313886625,true
Useful life - 24 months,2,24,false,Base,2026-07-31,2026,65021.82221443437,26658.947107918088,38362.87510651628,35352.28464518818,62011.231753106265,411708.9043479531,false
Useful life - 24 months,2,24,false,Base,2026-08-31,2026,37950.09842104734,15559.540352629407,22390.55806841793,35075.182317830586,50634.72267045999,399024.2800985405,false
Useful life - 24 months,2,24,false,Base,2026-09-30,2026,31784.11508603621,13031.487185274846,18752.627900761363,34874.29133932065,47905.778524595495,382902.6166599812,false
Useful life - 24 months,2,24,false,Base,2026-10-31,2026,31864.20432081882,13064.323771535715,18799.8805492831,34717.806748540774,47782.13052007649,366984.69046072353,false
Useful life - 24 months,2,24,false,Base,2026-11-30,2026,62433.46111569464,25597.719057434802,36835.74205825984,34614.058965926604,60211.7780233614,369206.3735530568,false
Useful life - 24 months,2,24,false,Base,2026-12-31,2026,62475.4798398557,25614.94673434084,36860.53310551487,33150.87237711472,58765.81911145556,372916.03428145696,false
Useful life - 24 months,2,24,false,Base,2027-01-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,32588.793901927842,58203.74063626868,377187.773485044,false
Useful life - 24 months,2,24,false,Base,2027-02-28,2027,62283.76452324122,25536.3434545289,36747.42106871232,32718.648649582523,58254.99210411142,381216.5459041738,false
Useful life - 24 months,2,24,false,Base,2027-03-31,2027,62066.415110500864,25447.230195305354,36619.18491519551,32839.597206799,58286.827402104354,384996.1336125703,false
Useful life - 24 months,2,24,false,Base,2027-04-30,2027,61854.45159472648,25360.325153837854,36494.12644088862,32920.460381877696,58280.78553571555,388569.79967158125,false
Useful life - 24 months,2,24,false,Base,2027-05-31,2027,61647.74051392356,25275.573610708656,36372.1669032149,33555.548472303315,58831.12208301197,391386.4181024928,false
Useful life - 24 months,2,24,false,Base,2027-06-30,2027,61446.15171327262,25192.922202441776,36253.229510830846,33602.779688546274,58795.70189098805,394036.8679247774,false
Useful life - 24 months,2,24,false,Base,2027-07-31,2027,61249.55826317778,25112.31888790289,36137.23937527489,34373.305131849396,59485.624019752286,395800.8021682029,false
Useful life - 24 months,2,24,false,Base,2027-08-31,2027,61057.83637934596,25033.71291553184,36024.12346381412,34921.08517629998,59954.79809183182,396903.840455717,false
Useful life - 24 months,2,24,false,Base,2027-09-30,2027,60870.865344846636,24957.05479138712,35913.810553459516,34766.38366936079,59723.43846074791,398051.26733981573,false
Useful life - 24 months,2,24,false,Base,2027-10-31,2027,60688.527434102914,24882.296247982194,35806.23118612072,35190.98376590749,60073.280013889686,398666.514760029,false
Useful life - 24 months,2,24,false,Base,2027-11-30,2027,60510.70783876605,24809.39021389408,35701.31762487197,34126.00942444382,58935.3996383379,400241.8229604571,false
Useful life - 24 months,2,24,false,Base,2027-12-31,2027,60337.294595426814,24738.29078412499,35599.00381130182,33806.083460789734,58544.374244914725,402034.74331096915,false
Useful life - 24 months,2,24,false,Base_FullClose,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,719.4265004999999,12717.9972885,16546.809511499996,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1778.7702762499998,19446.46985825,40192.28985325,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-03-31,2024,80616.4647,33052.750527,47563.714173,3760.591700125,36813.342227124995,83995.41232612499,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,4957.209617999999,24914.362688999994,107757.03273712499,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,6834.908424499999,38151.1054685,145986.895668625,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,7841.372395624999,24627.144388625,162300.65858,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,8410.369907499999,17900.091122499995,167546.2289575,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,9620.412154374999,29801.455729374997,186966.830728125,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,10602.662628749998,26984.602743749998,199938.179484375,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,11542.475575749999,27216.644047749996,210951.214636625,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,13181.045944124999,40509.06700312499,237095.8575335,true
Useful life - 24 months,2,24,false,Base_FullClose,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,16180.088078999997,66198.011142,292892.7806915,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,18278.022100249997,53267.29459024999,324965.17510125,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,19679.309897124996,43049.94027212499,338916.77232912503,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,21084.160711374996,44514.214969374996,351549.03115975,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,22523.886137999998,46535.577998999994,363578.55526075,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-05-31,2025,35813.6487,14683.595967,21130.052733,23404.305001874996,38087.900968874994,361304.302991875,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-06-30,2025,59524.8819,24405.201579,35119.680321,24867.625015249996,49272.82659425,371556.358297625,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,25602.817879249993,37864.33954325,363598.169154375,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,26556.042979124995,42453.898882124995,359919.52857225,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,28207.153259124996,55744.31453912499,371339.022033125,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,29274.479461999992,47075.30969299999,367680.371440125,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,31827.008704499993,74398.00488449998,397114.064555625,true
Useful life - 24 months,2,24,false,Base_FullClose,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,33630.226493625,63704.23165462499,406761.065001,true
Useful life - 24 months,2,24,false,Base_FullClose,2026-01-31,2026,44214.5802,18127.977882,26086.602318,33997.741756375,52125.719638375,398849.925562625,true
Useful life - 24 months,2,24,false,Base_FullClose,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,33872.563418125,49452.54291812499,387397.3326445,true
Useful life - 24 months,2,24,false,Base_FullClose,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,33098.473447125,53240.977678125,383284.414066375,true
Useful life - 24 months,2,24,false,Base_FullClose,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,33989.679435875,68810.335776875,399402.50838949997,true
Useful life - 24 months,2,24,false,Base_FullClose,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,33596.862340249994,58361.66917924999,401442.80711025,true
Useful life - 24 months,2,24,false,Base_FullClose,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,34322.829027625,63216.248823625,408698.313886625,true
Useful life - 24 months,2,24,false,Base_FullClose,2026-07-31,2026,65021.82221443437,26658.947107918088,38362.87510651628,35352.28464518818,62011.231753106265,411708.9043479531,false
Useful life - 24 months,2,24,false,Base_FullClose,2026-08-31,2026,37950.09842104734,15559.540352629407,22390.55806841793,35075.18231783059,50634.72267046,399024.2800985405,false
Useful life - 24 months,2,24,false,Base_FullClose,2026-09-30,2026,31784.11508603621,13031.487185274846,18752.627900761363,34874.29133932065,47905.778524595495,382902.6166599812,false
Useful life - 24 months,2,24,false,Base_FullClose,2026-10-31,2026,31864.20432081882,13064.323771535715,18799.8805492831,34717.80674854078,47782.1305200765,366984.69046072353,false
Useful life - 24 months,2,24,false,Base_FullClose,2026-11-30,2026,62475.4798398557,25614.94673434084,36860.53310551487,34615.0919262289,60230.03866056974,369230.1316400095,false
Useful life - 24 months,2,24,false,Base_FullClose,2026-12-31,2026,62475.4798398557,25614.94673434084,36860.53310551487,33151.90533741702,58766.85207175786,372938.7594081074,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-01-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,32589.826862230137,58204.77359657097,377209.4656513921,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-02-28,2027,62475.4798398557,25614.94673434084,36860.53310551487,32724.394611418254,58339.341345759094,381345.60414548876,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-03-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,32855.39934323138,58470.34607757222,385350.73790777224,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-04-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,32951.529462669496,58566.476197010335,389259.7415506176,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-05-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,33606.966144857615,59221.912879198455,392513.30851127487,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-06-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,33679.50167754573,59294.44841188657,395694.339939244,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-07-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,34480.164359608854,60095.111093949694,398074.70868515,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-08-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,35062.79480579698,60677.74154013782,399872.4469848679,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-09-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,34947.54007186009,60562.48680620093,401785.44001852267,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-10-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,35416.069415048216,61031.016149389055,403229.9037089893,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-11-30,2027,62475.4798398557,25614.94673434084,36860.53310551487,34399.395718611326,60014.342452952165,405691.0410958929,false
Useful life - 24 months,2,24,false,Base_FullClose,2027-12-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,34132.033475549455,59746.980209890295,408419.54072585824,false
Useful life - 24 months,2,24,false,Base_Targeted,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,719.4265004999999,12717.9972885,16546.809511499996,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1778.7702762499998,19446.46985825,40192.28985325,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-03-31,2024,80616.4647,33052.750527,47563.714173,3760.591700125,36813.342227124995,83995.41232612499,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,4957.209617999999,24914.362688999994,107757.03273712499,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,6834.908424499999,38151.1054685,145986.895668625,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,7841.372395624999,24627.144388625,162300.65858,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,8410.369907499999,17900.091122499995,167546.2289575,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,9620.412154374999,29801.455729374997,186966.830728125,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,10602.662628749998,26984.602743749998,199938.179484375,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,11542.475575749999,27216.644047749996,210951.214636625,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,13181.045944124999,40509.06700312499,237095.8575335,true
Useful life - 24 months,2,24,false,Base_Targeted,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,16180.088078999997,66198.011142,292892.7806915,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,18278.022100249997,53267.29459024999,324965.17510125,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,19679.309897124996,43049.94027212499,338916.77232912503,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,21084.160711374996,44514.214969374996,351549.03115975,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,22523.886137999998,46535.577998999994,363578.55526075,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-05-31,2025,35813.6487,14683.595967,21130.052733,23404.305001874996,38087.900968874994,361304.302991875,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-06-30,2025,59524.8819,24405.201579,35119.680321,24867.625015249996,49272.82659425,371556.358297625,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,25602.817879249993,37864.33954325,363598.169154375,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,26556.042979124995,42453.898882124995,359919.52857225,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,28207.153259124996,55744.31453912499,371339.022033125,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,29274.479461999992,47075.30969299999,367680.371440125,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,31827.008704499993,74398.00488449998,397114.064555625,true
Useful life - 24 months,2,24,false,Base_Targeted,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,33630.226493625,63704.23165462499,406761.065001,true
Useful life - 24 months,2,24,false,Base_Targeted,2026-01-31,2026,44214.5802,18127.977882,26086.602318,33997.741756375,52125.719638375,398849.925562625,true
Useful life - 24 months,2,24,false,Base_Targeted,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,33872.563418125,49452.54291812499,387397.3326445,true
Useful life - 24 months,2,24,false,Base_Targeted,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,33098.473447125,53240.977678125,383284.414066375,true
Useful life - 24 months,2,24,false,Base_Targeted,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,33989.679435875,68810.335776875,399402.50838949997,true
Useful life - 24 months,2,24,false,Base_Targeted,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,33596.862340249994,58361.66917924999,401442.80711025,true
Useful life - 24 months,2,24,false,Base_Targeted,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,34322.829027625,63216.248823625,408698.313886625,true
Useful life - 24 months,2,24,false,Base_Targeted,2026-07-31,2026,65021.82221443437,26658.947107918088,38362.87510651628,35352.28464518818,62011.231753106265,411708.9043479531,false
Useful life - 24 months,2,24,false,Base_Targeted,2026-08-31,2026,37950.09842104734,15559.540352629407,22390.55806841793,35075.18231783059,50634.72267046,399024.2800985405,false
Useful life - 24 months,2,24,false,Base_Targeted,2026-09-30,2026,31784.11508603621,13031.487185274846,18752.627900761363,34874.29133932065,47905.778524595495,382902.6166599812,false
Useful life - 24 months,2,24,false,Base_Targeted,2026-10-31,2026,31864.20432081882,13064.323771535715,18799.8805492831,34717.80674854078,47782.1305200765,366984.69046072353,false
Useful life - 24 months,2,24,false,Base_Targeted,2026-11-30,2026,62433.46111569464,25597.719057434802,36835.74205825984,34614.058965926604,60211.7780233614,369206.3735530568,false
Useful life - 24 months,2,24,false,Base_Targeted,2026-12-31,2026,62475.4798398557,25614.94673434084,36860.53310551487,33150.87237711473,58765.81911145557,372916.03428145696,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-01-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,32588.793901927846,58203.74063626869,377187.77348504396,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-02-28,2027,62283.76452324122,25536.3434545289,36747.42106871232,32718.648649582527,58254.99210411143,381216.54590417375,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-03-31,2027,62066.415110500864,25447.230195305354,36619.18491519551,32839.59720679901,58286.82740210436,384996.13361257024,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-04-30,2027,61854.45159472648,25360.325153837854,36494.12644088862,32920.4603818777,58280.78553571556,388569.79967158113,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-05-31,2027,61647.74051392356,25275.573610708656,36372.1669032149,33555.54847230332,58831.12208301198,391386.4181024927,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-06-30,2027,61446.15171327262,25192.922202441776,36253.229510830846,33602.779688546274,58795.70189098805,394036.86792477727,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-07-31,2027,61249.55826317778,25112.31888790289,36137.23937527489,34373.305131849396,59485.624019752286,395800.80216820276,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-08-31,2027,61057.83637934596,25033.71291553184,36024.12346381412,34921.08517629998,59954.79809183182,396903.8404557169,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-09-30,2027,60870.865344846636,24957.05479138712,35913.810553459516,34766.383669360795,59723.438460747915,398051.2673398156,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-10-31,2027,60688.527434102914,24882.296247982194,35806.23118612072,35190.98376590749,60073.280013889686,398666.51476002886,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-11-30,2027,60510.70783876605,24809.39021389408,35701.31762487197,34126.00942444382,58935.3996383379,400241.822960457,false
Useful life - 24 months,2,24,false,Base_Targeted,2027-12-31,2027,60337.294595426814,24738.29078412499,35599.00381130182,33806.083460789734,58544.374244914725,402034.7433109691,false
Useful life - 24 months,2,24,false,Bear,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,719.4265004999999,12717.9972885,16546.809511499996,true
Useful life - 24 months,2,24,false,Bear,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1778.7702762499998,19446.46985825,40192.28985325,true
Useful life - 24 months,2,24,false,Bear,2024-03-31,2024,80616.4647,33052.750527,47563.714173,3760.591700125,36813.342227124995,83995.41232612499,true
Useful life - 24 months,2,24,false,Bear,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,4957.209617999999,24914.362688999994,107757.03273712499,true
Useful life - 24 months,2,24,false,Bear,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,6834.908424499999,38151.1054685,145986.895668625,true
Useful life - 24 months,2,24,false,Bear,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,7841.372395624999,24627.144388625,162300.65858,true
Useful life - 24 months,2,24,false,Bear,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,8410.369907499999,17900.091122499995,167546.2289575,true
Useful life - 24 months,2,24,false,Bear,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,9620.412154374997,29801.455729374997,186966.830728125,true
Useful life - 24 months,2,24,false,Bear,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,10602.662628749997,26984.602743749994,199938.179484375,true
Useful life - 24 months,2,24,false,Bear,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,11542.475575749997,27216.644047749993,210951.214636625,true
Useful life - 24 months,2,24,false,Bear,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,13181.045944124997,40509.06700312499,237095.8575335,true
Useful life - 24 months,2,24,false,Bear,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,16180.088079,66198.011142,292892.7806915,true
Useful life - 24 months,2,24,false,Bear,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,18278.022100249997,53267.29459024999,324965.17510125,true
Useful life - 24 months,2,24,false,Bear,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,19679.309897124996,43049.94027212499,338916.77232912503,true
Useful life - 24 months,2,24,false,Bear,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,21084.160711374996,44514.214969374996,351549.03115975,true
Useful life - 24 months,2,24,false,Bear,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,22523.886137999994,46535.57799899999,363578.55526075,true
Useful life - 24 months,2,24,false,Bear,2025-05-31,2025,35813.6487,14683.595967,21130.052733,23404.305001874996,38087.900968874994,361304.302991875,true
Useful life - 24 months,2,24,false,Bear,2025-06-30,2025,59524.8819,24405.201579,35119.680321,24867.625015249996,49272.82659425,371556.358297625,true
Useful life - 24 months,2,24,false,Bear,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,25602.817879249997,37864.33954325,363598.169154375,true
Useful life - 24 months,2,24,false,Bear,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,26556.042979124995,42453.898882124995,359919.52857225,true
Useful life - 24 months,2,24,false,Bear,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,28207.153259124992,55744.314539124985,371339.022033125,true
Useful life - 24 months,2,24,false,Bear,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,29274.479461999992,47075.30969299999,367680.371440125,true
Useful life - 24 months,2,24,false,Bear,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,31827.008704499993,74398.00488449998,397114.064555625,true
Useful life - 24 months,2,24,false,Bear,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,33630.226493625,63704.23165462499,406761.065001,true
Useful life - 24 months,2,24,false,Bear,2026-01-31,2026,44214.5802,18127.977882,26086.602318,33997.741756375,52125.719638375,398849.925562625,true
Useful life - 24 months,2,24,false,Bear,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,33872.563418125,49452.54291812499,387397.3326445,true
Useful life - 24 months,2,24,false,Bear,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,33098.473447125,53240.977678125,383284.414066375,true
Useful life - 24 months,2,24,false,Bear,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,33989.679435875,68810.335776875,399402.50838949997,true
Useful life - 24 months,2,24,false,Bear,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,33596.862340249994,58361.66917924999,401442.80711025,true
Useful life - 24 months,2,24,false,Bear,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,34322.829027625,63216.248823625,408698.313886625,true
Useful life - 24 months,2,24,false,Bear,2026-07-31,2026,55268.5488822692,22660.10504173037,32608.44384053883,35112.51667577245,57772.62171750282,406194.24105139135,false
Useful life - 24 months,2,24,false,Bear,2026-08-31,2026,32257.583657890234,13225.609299734995,19031.974358155236,34695.47336048725,47921.08266022225,390530.7420490594,false
Useful life - 24 months,2,24,false,Bear,2026-09-30,2026,27016.497823130772,11076.764107483617,15939.733715647155,34377.37845759755,45454.14256508117,372093.09730710904,false
Useful life - 24 months,2,24,false,Bear,2026-10-31,2026,27084.57367269599,11104.675205805355,15979.898466890634,34103.39461338466,45208.069819190016,353969.601160615,false
Useful life - 24 months,2,24,false,Bear,2026-11-30,2026,47727.261267119335,19568.17711951893,28159.084147600406,33638.11941782634,53206.29653734527,348490.565890389,false
Useful life - 24 months,2,24,false,Bear,2026-12-31,2026,47727.261267119335,19568.17711951893,28159.084147600406,31812.37245576802,51380.54957528695,344837.27758222143,false
Useful life - 24 months,2,24,false,Bear,2027-01-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,30887.733607334707,50455.91072685363,342108.6281224871,false
Useful life - 24 months,2,24,false,Bear,2027-02-28,2027,47727.261267119335,19568.17711951893,28159.084147600406,30659.74098327639,50227.91810279532,339607.9712868111,false
Useful life - 24 months,2,24,false,Bear,2027-03-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,30428.185341843076,49996.362461362005,337338.87009256845,false
Useful life - 24 months,2,24,false,Bear,2027-04-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,30161.75508803476,49729.93220755369,335336.1991521341,false
Useful life - 24 months,2,24,false,Bear,2027-05-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,30454.63139697644,50022.808516495366,333040.6519027581,false
Useful life - 24 months,2,24,false,Bear,2027-06-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,30164.60655641813,49732.783675937055,331035.1294939404,false
Useful life - 24 months,2,24,false,Bear,2027-07-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,30602.708865234814,50170.88598475374,328591.504776306,false
Useful life - 24 months,2,24,false,Bear,2027-08-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,30822.7789381765,50390.956057695425,325927.80998572987,false
Useful life - 24 months,2,24,false,Bear,2027-09-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,30344.963830993183,49913.14095051211,323741.9303023371,false
Useful life - 24 months,2,24,false,Bear,2027-10-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,30450.93280093487,50019.1099204538,321450.0816490026,false
Useful life - 24 months,2,24,false,Bear,2027-11-30,2027,47727.261267119335,19568.17711951893,28159.084147600406,29071.698731251552,48639.87585077048,320537.4670653515,false
Useful life - 24 months,2,24,false,Bear,2027-12-31,2027,47727.261267119335,19568.17711951893,28159.084147600406,28441.77611494323,48009.953234462155,320254.7750980087,false
Useful life - 24 months,2,24,false,Bull,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,719.4265004999999,12717.9972885,16546.809511499996,true
Useful life - 24 months,2,24,false,Bull,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1778.7702762499998,19446.46985825,40192.28985325,true
Useful life - 24 months,2,24,false,Bull,2024-03-31,2024,80616.4647,33052.750527,47563.714173,3760.591700125,36813.342227124995,83995.41232612499,true
Useful life - 24 months,2,24,false,Bull,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,4957.209617999999,24914.362688999994,107757.03273712499,true
