month_end_date,cost_center,department,segment,total_cost,segment_cost_share_pct,segment_cost,allocation_basis,new_logo_pct,new_logo_allocated_cost
2025-11-30,CC-1050,Solutions Engineering,Mid-Market,37672.93,0.4375,16481.906875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8913.665631615644
2025-11-30,CC-1050,Solutions Engineering,SMB,37672.93,0.3125,11772.790625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6366.904022582603
2025-11-30,CC-1060,Sales Leadership,Enterprise,36370.12,0.25,9092.53,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,4917.378357984091
2025-11-30,CC-1060,Sales Leadership,Mid-Market,36370.12,0.4375,15911.927500000002,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8605.41212647216
2025-11-30,CC-1060,Sales Leadership,SMB,36370.12,0.3125,11365.6625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6146.722947480113
2025-11-30,CC-1100,Demand Generation,Enterprise,408159.18,0.25,102039.795,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,102039.795
2025-11-30,CC-1100,Demand Generation,Mid-Market,408159.18,0.4375,178569.64125,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,178569.64125
2025-11-30,CC-1100,Demand Generation,SMB,408159.18,0.3125,127549.74375,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,127549.74375
2025-11-30,CC-1110,Product Marketing,Enterprise,147675.59,0.25,36918.8975,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-11-30,CC-1110,Product Marketing,Mid-Market,147675.59,0.4375,64608.070625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-11-30,CC-1110,Product Marketing,SMB,147675.59,0.3125,46148.621875,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-11-30,CC-1200,Customer Success,Enterprise,113995.14,0.25,28498.785,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-11-30,CC-1200,Customer Success,Mid-Market,113995.14,0.4375,49872.87375,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-11-30,CC-1200,Customer Success,SMB,113995.14,0.3125,35623.48125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-12-31,CC-1000,Sales - SMB,Enterprise,107053.82,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-12-31,CC-1000,Sales - SMB,Mid-Market,107053.82,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-12-31,CC-1000,Sales - SMB,SMB,107053.82,1.0,107053.82,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,92923.67446197942
2025-12-31,CC-1010,Sales - Mid-Market,Enterprise,152002.82,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-12-31,CC-1010,Sales - Mid-Market,Mid-Market,152002.82,1.0,152002.82,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,63047.468263582065
2025-12-31,CC-1010,Sales - Mid-Market,SMB,152002.82,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2025-12-31,CC-1020,Sales - Enterprise,Enterprise,108787.36,1.0,108787.36,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,62418.234598083756
2025-12-31,CC-1020,Sales - Enterprise,Mid-Market,108787.36,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-12-31,CC-1020,Sales - Enterprise,SMB,108787.36,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2025-12-31,CC-1030,Sales Development,Enterprise,71840.31,0.25,17960.0775,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,17960.0775
2025-12-31,CC-1030,Sales Development,Mid-Market,71840.31,0.4375,31430.135625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,31430.135625
2025-12-31,CC-1030,Sales Development,SMB,71840.31,0.3125,22450.096875,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,22450.096875
2025-12-31,CC-1040,Sales Operations,Enterprise,46580.47,0.25,11645.1175,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6297.8564569687205
2025-12-31,CC-1040,Sales Operations,Mid-Market,46580.47,0.4375,20378.955625000002,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11021.248799695262
2025-12-31,CC-1040,Sales Operations,SMB,46580.47,0.3125,14556.396875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,7872.320571210901
2025-12-31,CC-1050,Solutions Engineering,Enterprise,38456.70,0.25,9614.175,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5199.491898830324
2025-12-31,CC-1050,Solutions Engineering,Mid-Market,38456.70,0.4375,16824.806249999998,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,9099.110822953067
2025-12-31,CC-1050,Solutions Engineering,SMB,38456.70,0.3125,12017.71875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6499.3648735379065
2025-12-31,CC-1060,Sales Leadership,Enterprise,36918.11,0.25,9229.5275,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,4991.468687254153
2025-12-31,CC-1060,Sales Leadership,Mid-Market,36918.11,0.4375,16151.673125000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8735.07020269477
2025-12-31,CC-1060,Sales Leadership,SMB,36918.11,0.3125,11536.909375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6239.335859067692
2025-12-31,CC-1100,Demand Generation,Enterprise,395374.21,0.25,98843.5525,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,98843.5525
2025-12-31,CC-1100,Demand Generation,Mid-Market,395374.21,0.4375,172976.216875,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,172976.216875
2025-12-31,CC-1100,Demand Generation,SMB,395374.21,0.3125,123554.440625,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,123554.440625
2025-12-31,CC-1110,Product Marketing,Enterprise,145255.91,0.25,36313.9775,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-12-31,CC-1110,Product Marketing,Mid-Market,145255.91,0.4375,63549.460625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-12-31,CC-1110,Product Marketing,SMB,145255.91,0.3125,45392.471875,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-12-31,CC-1200,Customer Success,Enterprise,108583.52,0.25,27145.88,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-12-31,CC-1200,Customer Success,Mid-Market,108583.52,0.4375,47505.29,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-12-31,CC-1200,Customer Success,SMB,108583.52,0.3125,33932.35,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-01-31,CC-1000,Sales - SMB,Enterprise,103581.42,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2026-01-31,CC-1000,Sales - SMB,Mid-Market,103581.42,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2026-01-31,CC-1000,Sales - SMB,SMB,103581.42,1.0,103581.42,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,89909.60016550147
2026-01-31,CC-1010,Sales - Mid-Market,Enterprise,156162.60,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2026-01-31,CC-1010,Sales - Mid-Market,Mid-Market,156162.60,1.0,156162.6,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,64772.8546579495
2026-01-31,CC-1010,Sales - Mid-Market,SMB,156162.60,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2026-01-31,CC-1020,Sales - Enterprise,Enterprise,103054.61,1.0,103054.61,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,59128.99093602444
2026-01-31,CC-1020,Sales - Enterprise,Mid-Market,103054.61,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2026-01-31,CC-1020,Sales - Enterprise,SMB,103054.61,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2026-01-31,CC-1030,Sales Development,Enterprise,82517.96,0.25,20629.49,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,20629.49
2026-01-31,CC-1030,Sales Development,Mid-Market,82517.96,0.4375,36101.607500000006,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,36101.607500000006
2026-01-31,CC-1030,Sales Development,SMB,82517.96,0.3125,25786.862500000003,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,25786.862500000003
2026-01-31,CC-1040,Sales Operations,Enterprise,45702.13,0.25,11425.5325,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6179.10155302692
2026-01-31,CC-1040,Sales Operations,Mid-Market,45702.13,0.4375,19994.681875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,10813.427717797109
2026-01-31,CC-1040,Sales Operations,SMB,45702.13,0.3125,14281.915625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,7723.87694128365
2026-01-31,CC-1050,Solutions Engineering,Enterprise,37860.50,0.25,9465.125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5118.883394458327
2026-01-31,CC-1050,Solutions Engineering,Mid-Market,37860.50,0.4375,16563.96875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8958.04594030207
2026-01-31,CC-1050,Solutions Engineering,SMB,37860.50,0.3125,11831.40625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6398.604243072908
2026-01-31,CC-1060,Sales Leadership,Enterprise,47860.67,0.25,11965.1675,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6470.944359177765
2026-01-31,CC-1060,Sales Leadership,Mid-Market,47860.67,0.4375,20939.043125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11324.152628561089
2026-01-31,CC-1060,Sales Leadership,SMB,47860.67,0.3125,14956.459374999999,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8088.680448972206
2026-01-31,CC-1100,Demand Generation,Enterprise,280279.80,0.25,70069.95,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,70069.95
2026-01-31,CC-1100,Demand Generation,Mid-Market,280279.80,0.4375,122622.41249999999,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,122622.41249999999
2026-01-31,CC-1100,Demand Generation,SMB,280279.80,0.3125,87587.4375,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,87587.4375
2026-01-31,CC-1110,Product Marketing,Enterprise,121423.22,0.25,30355.805,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-01-31,CC-1110,Product Marketing,Mid-Market,121423.22,0.4375,53122.65875,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-01-31,CC-1110,Product Marketing,SMB,121423.22,0.3125,37944.75625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-01-31,CC-1200,Customer Success,Enterprise,114295.24,0.25,28573.81,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-01-31,CC-1200,Customer Success,Mid-Market,114295.24,0.4375,50004.1675,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-01-31,CC-1200,Customer Success,SMB,114295.24,0.3125,35717.262500000004,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-02-28,CC-1000,Sales - SMB,Enterprise,114611.05,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2026-02-28,CC-1000,Sales - SMB,Mid-Market,114611.05,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2026-02-28,CC-1000,Sales - SMB,SMB,114611.05,1.0,114611.05,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,99483.41777944633
2026-02-28,CC-1010,Sales - Mid-Market,Enterprise,155899.24,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2026-02-28,CC-1010,Sales - Mid-Market,Mid-Market,155899.24,1.0,155899.24,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,64663.618650078744
2026-02-28,CC-1010,Sales - Mid-Market,SMB,155899.24,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2026-02-28,CC-1020,Sales - Enterprise,Enterprise,102275.57,1.0,102275.57,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,58682.006088875925
2026-02-28,CC-1020,Sales - Enterprise,Mid-Market,102275.57,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2026-02-28,CC-1020,Sales - Enterprise,SMB,102275.57,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2026-02-28,CC-1030,Sales Development,Enterprise,93834.39,0.25,23458.5975,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,23458.5975
2026-02-28,CC-1030,Sales Development,Mid-Market,93834.39,0.4375,41052.545625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,41052.545625
2026-02-28,CC-1030,Sales Development,SMB,93834.39,0.3125,29323.246875,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,29323.246875
2026-02-28,CC-1040,Sales Operations,Enterprise,31839.20,0.25,7959.8,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,4304.7807655165025
2026-02-28,CC-1040,Sales Operations,Mid-Market,31839.20,0.4375,13929.65,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,7533.36633965388
2026-02-28,CC-1040,Sales Operations,SMB,31839.20,0.3125,9949.75,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5380.975956895628
2026-02-28,CC-1050,Solutions Engineering,Enterprise,37583.30,0.25,9395.825,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5081.4049016506815
2026-02-28,CC-1050,Solutions Engineering,Mid-Market,37583.30,0.4375,16442.693750000002,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8892.458577888694
2026-02-28,CC-1050,Solutions Engineering,SMB,37583.30,0.3125,11744.78125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6351.756127063351
2026-02-28,CC-1060,Sales Leadership,Enterprise,36845.61,0.25,9211.4025,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,4981.666411898619
2026-02-28,CC-1060,Sales Leadership,Mid-Market,36845.61,0.4375,16119.954375000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8717.916220822584
2026-02-28,CC-1060,Sales Leadership,SMB,36845.61,0.3125,11514.253125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6227.083014873273
2026-02-28,CC-1100,Demand Generation,Enterprise,298505.93,0.25,74626.4825,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,74626.4825
2026-02-28,CC-1100,Demand Generation,Mid-Market,298505.93,0.4375,130596.344375,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,130596.344375
2026-02-28,CC-1100,Demand Generation,SMB,298505.93,0.3125,93283.103125,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,93283.103125
2026-02-28,CC-1110,Product Marketing,Enterprise,128721.91,0.25,32180.4775,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-02-28,CC-1110,Product Marketing,Mid-Market,128721.91,0.4375,56315.835625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-02-28,CC-1110,Product Marketing,SMB,128721.91,0.3125,40225.596875,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-02-28,CC-1200,Customer Success,Enterprise,110908.58,0.25,27727.145,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-02-28,CC-1200,Customer Success,Mid-Market,110908.58,0.4375,48522.50375,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-02-28,CC-1200,Customer Success,SMB,110908.58,0.3125,34658.93125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-03-31,CC-1000,Sales - SMB,Enterprise,155618.88,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2026-03-31,CC-1000,Sales - SMB,Mid-Market,155618.88,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2026-03-31,CC-1000,Sales - SMB,SMB,155618.88,1.0,155618.88,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,135078.5814579792
2026-03-31,CC-1010,Sales - Mid-Market,Enterprise,163690.73,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2026-03-31,CC-1010,Sales - Mid-Market,Mid-Market,163690.73,1.0,163690.73,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,67895.35947239387
2026-03-31,CC-1010,Sales - Mid-Market,SMB,163690.73,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2026-03-31,CC-1020,Sales - Enterprise,Enterprise,104213.01,1.0,104213.01,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,59793.638767890385
2026-03-31,CC-1020,Sales - Enterprise,Mid-Market,104213.01,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2026-03-31,CC-1020,Sales - Enterprise,SMB,104213.01,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2026-03-31,CC-1030,Sales Development,Enterprise,86152.53,0.25,21538.1325,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21538.1325
2026-03-31,CC-1030,Sales Development,Mid-Market,86152.53,0.4375,37691.731875,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37691.731875
2026-03-31,CC-1030,Sales Development,SMB,86152.53,0.3125,26922.665625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,26922.665625
2026-03-31,CC-1040,Sales Operations,Enterprise,31900.81,0.25,7975.2025,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,4313.110671511738
2026-03-31,CC-1040,Sales Operations,Mid-Market,31900.81,0.4375,13956.604375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,7547.9436751455405
2026-03-31,CC-1040,Sales Operations,SMB,31900.81,0.3125,9969.003125000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5391.388339389672
2026-03-31,CC-1050,Solutions Engineering,Enterprise,51792.69,0.25,12948.1725,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,7002.568397018736
2026-03-31,CC-1050,Solutions Engineering,Mid-Market,51792.69,0.4375,22659.301875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,12254.494694782787
2026-03-31,CC-1050,Solutions Engineering,SMB,51792.69,0.3125,16185.215625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8753.21049627342
2026-03-31,CC-1060,Sales Leadership,Enterprise,37089.95,0.25,9272.4875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5014.702107903741
2026-03-31,CC-1060,Sales Leadership,Mid-Market,37089.95,0.4375,16226.853124999998,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8775.728688831547
2026-03-31,CC-1060,Sales Leadership,SMB,37089.95,0.3125,11590.609375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6268.377634879676
2026-03-31,CC-1100,Demand Generation,Enterprise,329521.48,0.25,82380.37,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,82380.37
2026-03-31,CC-1100,Demand Generation,Mid-Market,329521.48,0.4375,144165.6475,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,144165.6475
2026-03-31,CC-1100,Demand Generation,SMB,329521.48,0.3125,102975.4625,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,102975.4625
2026-03-31,CC-1110,Product Marketing,Enterprise,127969.16,0.25,31992.29,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-03-31,CC-1110,Product Marketing,Mid-Market,127969.16,0.4375,55986.5075,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-03-31,CC-1110,Product Marketing,SMB,127969.16,0.3125,39990.3625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-03-31,CC-1200,Customer Success,Enterprise,115080.01,0.25,28770.0025,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-03-31,CC-1200,Customer Success,Mid-Market,115080.01,0.4375,50347.504375,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-03-31,CC-1200,Customer Success,SMB,115080.01,0.3125,35962.503124999996,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2026-04-30,CC-1000,Sales - SMB,Enterprise,145452.56,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2026-04-30,CC-1000,Sales - SMB,Mid-Market,145452.56,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
