path,month_end_date,fiscal_year,fiscal_quarter,deal_type,commission_basis,eligible_basis,commission_rate,opportunity_count,commission_earned,immediate_expense,capitalised_amount,commission_expensed_share,amortisation_useful_life_months,is_actual
Bear,2027-11-30,2027,2027Q4,New Logo,Phase 6 Forecast ARR Movement,238973.1820781338,0.09,,21507.586387032043,8818.110418683136,12689.475968348905,0.41,36,false
Bear,2027-12-31,2027,2027Q4,Expansion,Phase 6 Forecast ARR Movement,436994.5813347883,0.06,,26219.674880087296,10750.06670083579,15469.608179251503,0.41,36,false
Bear,2027-12-31,2027,2027Q4,New Logo,Phase 6 Forecast ARR Movement,238973.1820781338,0.09,,21507.586387032043,8818.110418683136,12689.475968348905,0.41,36,false
Bull,2024-01-31,2024,2024Q1,Expansion,CRM Closed-Won ACV,148725.98,0.06,21,8923.5588,3658.6591080000003,5264.899692,0.41,36,true
Bull,2024-01-31,2024,2024Q1,New Logo,CRM Closed-Won ACV,225647.82,0.09,8,20308.3038,8326.404558,11981.899242,0.41,36,true
Bull,2024-01-31,2024,2024Q1,Renewal Uplift,CRM Closed-Won ACV,1098.14,0.03,2,32.9442,13.507122,19.437078,0.41,36,true
Bull,2024-02-29,2024,2024Q1,Expansion,CRM Closed-Won ACV,368144.06,0.06,26,22088.6436,9056.343875999999,13032.299723999999,0.41,36,true
Bull,2024-02-29,2024,2024Q1,New Logo,CRM Closed-Won ACV,222581.29,0.09,16,20032.3161,8213.249601,11819.066498999999,0.41,36,true
Bull,2024-02-29,2024,2024Q1,Renewal Uplift,CRM Closed-Won ACV,32366.35,0.03,20,970.9904999999999,398.10610499999996,572.8843949999999,0.41,36,true
Bull,2024-03-31,2024,2024Q1,Expansion,CRM Closed-Won ACV,390306.28,0.06,20,23418.376800000002,9601.534488,13816.842312,0.41,36,true
Bull,2024-03-31,2024,2024Q1,New Logo,CRM Closed-Won ACV,625336.01,0.09,22,56280.2409,23074.898768999996,33205.342131,0.41,36,true
Bull,2024-03-31,2024,2024Q1,Renewal Uplift,CRM Closed-Won ACV,30594.9,0.03,22,917.847,376.31726999999995,541.52973,0.41,36,true
Bull,2024-04-30,2024,2024Q2,Expansion,CRM Closed-Won ACV,456929.73,0.06,21,27415.783799999997,11240.471357999999,16175.312441999997,0.41,36,true
Bull,2024-04-30,2024,2024Q2,New Logo,CRM Closed-Won ACV,233090.81,0.09,15,20978.172899999998,8601.050888999998,12377.122010999998,0.41,36,true
Bull,2024-04-30,2024,2024Q2,Renewal Uplift,CRM Closed-Won ACV,9400.88,0.03,12,282.02639999999997,115.63082399999998,166.39557599999998,0.41,36,true
Bull,2024-05-31,2024,2024Q2,Expansion,CRM Closed-Won ACV,256123.05,0.06,12,15367.382999999998,6300.627029999999,9066.755969999998,0.41,36,true
Bull,2024-05-31,2024,2024Q2,New Logo,CRM Closed-Won ACV,675294.44,0.09,19,60776.499599999996,24918.364835999997,35858.134763999995,0.41,36,true
Bull,2024-05-31,2024,2024Q2,Renewal Uplift,CRM Closed-Won ACV,7902.86,0.03,16,237.08579999999998,97.20517799999999,139.880622,0.41,36,true
Bull,2024-06-30,2024,2024Q2,Expansion,CRM Closed-Won ACV,322822.45,0.06,11,19369.347,7941.43227,11427.91473,0.41,36,true
Bull,2024-06-30,2024,2024Q2,New Logo,CRM Closed-Won ACV,229599.75,0.09,16,20663.9775,8472.230775,12191.746724999999,0.41,36,true
Bull,2024-06-30,2024,2024Q2,Renewal Uplift,CRM Closed-Won ACV,30252.76,0.03,17,907.5827999999999,372.10894799999994,535.473852,0.41,36,true
Bull,2024-07-31,2024,2024Q3,Expansion,CRM Closed-Won ACV,298708.37,0.06,20,17922.5022,7348.225901999999,10574.276297999999,0.41,36,true
Bull,2024-07-31,2024,2024Q3,New Logo,CRM Closed-Won ACV,54684.14,0.09,7,4921.5725999999995,2017.8447659999997,2903.7278339999993,0.41,36,true
Bull,2024-07-31,2024,2024Q3,Renewal Uplift,CRM Closed-Won ACV,10052.89,0.03,10,301.58669999999995,123.65054699999997,177.93615299999996,0.41,36,true
Bull,2024-08-31,2024,2024Q3,Expansion,CRM Closed-Won ACV,214164.06,0.06,15,12849.8436,5268.435876,7581.407724,0.41,36,true
Bull,2024-08-31,2024,2024Q3,New Logo,CRM Closed-Won ACV,399973.81,0.09,12,35997.6429,14759.033588999999,21238.609310999997,0.41,36,true
Bull,2024-08-31,2024,2024Q3,Renewal Uplift,CRM Closed-Won ACV,12485.7,0.03,10,374.571,153.57411,220.99689,0.41,36,true
Bull,2024-09-30,2024,2024Q3,Expansion,CRM Closed-Won ACV,211569.42,0.06,20,12694.1652,5204.6077319999995,7489.557467999999,0.41,36,true
Bull,2024-09-30,2024,2024Q3,New Logo,CRM Closed-Won ACV,297253.38,0.09,15,26752.8042,10968.649721999998,15784.154477999999,0.41,36,true
Bull,2024-09-30,2024,2024Q3,Renewal Uplift,CRM Closed-Won ACV,16966.07,0.03,11,508.98209999999995,208.68266099999997,300.29943899999995,0.41,36,true
Bull,2024-10-31,2024,2024Q4,Expansion,CRM Closed-Won ACV,213150.23,0.06,24,12789.0138,5243.495658,7545.518142,0.41,36,true
Bull,2024-10-31,2024,2024Q4,New Logo,CRM Closed-Won ACV,279079.47,0.09,20,25117.152299999998,10298.032442999998,14819.119856999998,0.41,36,true
Bull,2024-10-31,2024,2024Q4,Renewal Uplift,CRM Closed-Won ACV,10783.77,0.03,12,323.5131,132.640371,190.872729,0.41,36,true
Bull,2024-11-30,2024,2024Q4,Expansion,CRM Closed-Won ACV,301490.62,0.06,18,18089.4372,7416.669252,10672.767947999999,0.41,36,true
Bull,2024-11-30,2024,2024Q4,New Logo,CRM Closed-Won ACV,533597.7,0.09,22,48023.79299999999,19689.755129999994,28334.037869999993,0.41,36,true
Bull,2024-11-30,2024,2024Q4,Renewal Uplift,CRM Closed-Won ACV,18015.99,0.03,15,540.4797,221.59667699999997,318.883023,0.41,36,true
Bull,2024-12-31,2024,2024Q4,Expansion,CRM Closed-Won ACV,337959.4,0.06,27,20277.564000000002,8313.80124,11963.762760000001,0.41,36,true
Bull,2024-12-31,2024,2024Q4,New Logo,CRM Closed-Won ACV,1119708.99,0.09,32,100773.8091,41317.261731,59456.54736899999,0.41,36,true
Bull,2024-12-31,2024,2024Q4,Renewal Uplift,CRM Closed-Won ACV,31452.04,0.03,26,943.5612,386.86009199999995,556.701108,0.41,36,true
Bull,2025-01-31,2025,2025Q1,Expansion,CRM Closed-Won ACV,394230.82,0.06,20,23653.8492,9698.078172,13955.771028,0.41,36,true
Bull,2025-01-31,2025,2025Q1,New Logo,CRM Closed-Won ACV,675706.17,0.09,16,60813.5553,24933.557673,35879.997627,0.41,36,true
Bull,2025-01-31,2025,2025Q1,Renewal Uplift,CRM Closed-Won ACV,29076.15,0.03,13,872.2845,357.636645,514.6478549999999,0.41,36,true
Bull,2025-02-28,2025,2025Q1,Expansion,CRM Closed-Won ACV,390509.03,0.06,24,23430.5418,9606.522137999998,13824.019661999999,0.41,36,true
Bull,2025-02-28,2025,2025Q1,New Logo,CRM Closed-Won ACV,361662.58,0.09,22,32549.6322,13345.349202,19204.282998,0.41,36,true
Bull,2025-02-28,2025,2025Q1,Renewal Uplift,CRM Closed-Won ACV,34045.45,0.03,21,1021.3634999999999,418.7590349999999,602.6044649999999,0.41,36,true
Bull,2025-03-31,2025,2025Q1,Expansion,CRM Closed-Won ACV,381588.39,0.06,26,22895.3034,9387.074394,13508.229006,0.41,36,true
Bull,2025-03-31,2025,2025Q1,New Logo,CRM Closed-Won ACV,373645.29,0.09,20,33628.0761,13787.511201,19840.564898999997,0.41,36,true
Bull,2025-03-31,2025,2025Q1,Renewal Uplift,CRM Closed-Won ACV,20769.81,0.03,17,623.0943,255.46866299999996,367.625637,0.41,36,true
Bull,2025-04-30,2025,2025Q2,Expansion,CRM Closed-Won ACV,479735.62,0.06,21,28784.137199999997,11801.496251999999,16982.640947999997,0.41,36,true
Bull,2025-04-30,2025,2025Q2,New Logo,CRM Closed-Won ACV,323713.86,0.09,19,29134.247399999997,11945.041433999997,17189.205965999998,0.41,36,true
Bull,2025-04-30,2025,2025Q2,Renewal Uplift,CRM Closed-Won ACV,21557.25,0.03,14,646.7175,265.15417499999995,381.56332499999996,0.41,36,true
Bull,2025-05-31,2025,2025Q2,Expansion,CRM Closed-Won ACV,199031.92,0.06,18,11941.9152,4896.185232,7045.729968,0.41,36,true
Bull,2025-05-31,2025,2025Q2,New Logo,CRM Closed-Won ACV,259236.99,0.09,15,23331.3291,9565.844931,13765.484169,0.41,36,true
Bull,2025-05-31,2025,2025Q2,Renewal Uplift,CRM Closed-Won ACV,18013.48,0.03,14,540.4044,221.56580399999999,318.838596,0.41,36,true
Bull,2025-06-30,2025,2025Q2,Expansion,CRM Closed-Won ACV,278482.22,0.06,25,16708.9332,6850.662611999999,9858.270588,0.41,36,true
Bull,2025-06-30,2025,2025Q2,New Logo,CRM Closed-Won ACV,468763.05,0.09,21,42188.6745,17297.356545,24891.317955,0.41,36,true
Bull,2025-06-30,2025,2025Q2,Renewal Uplift,CRM Closed-Won ACV,20909.14,0.03,14,627.2742,257.182422,370.091778,0.41,36,true
Bull,2025-07-31,2025,2025Q3,Expansion,CRM Closed-Won ACV,289979.01,0.06,19,17398.7406,7133.483646,10265.256954,0.41,36,true
Bull,2025-07-31,2025,2025Q3,New Logo,CRM Closed-Won ACV,132586.17,0.09,13,11932.7553,4892.429673,7040.325627,0.41,36,true
Bull,2025-07-31,2025,2025Q3,Renewal Uplift,CRM Closed-Won ACV,19155.15,0.03,10,574.6545,235.60834499999999,339.046155,0.41,36,true
Bull,2025-08-31,2025,2025Q3,Expansion,CRM Closed-Won ACV,302526.93,0.06,28,18151.6158,7442.162477999999,10709.453322,0.41,36,true
Bull,2025-08-31,2025,2025Q3,New Logo,CRM Closed-Won ACV,226064.85,0.09,12,20345.8365,8341.792965,12004.043535,0.41,36,true
Bull,2025-08-31,2025,2025Q3,Renewal Uplift,CRM Closed-Won ACV,9260.2,0.03,10,277.806,113.90045999999998,163.90553999999997,0.41,36,true
Bull,2025-09-30,2025,2025Q3,Expansion,CRM Closed-Won ACV,460483.75,0.06,33,27629.024999999998,11327.900249999999,16301.124749999997,0.41,36,true
Bull,2025-09-30,2025,2025Q3,New Logo,CRM Closed-Won ACV,432183.88,0.09,20,38896.5492,15947.585172,22948.964028,0.41,36,true
Bull,2025-09-30,2025,2025Q3,Renewal Uplift,CRM Closed-Won ACV,21274.46,0.03,11,638.2338,261.67585799999995,376.55794199999997,0.41,36,true
Bull,2025-10-31,2025,2025Q4,Expansion,CRM Closed-Won ACV,277525.26,0.06,17,16651.5156,6827.121396,9824.394203999998,0.41,36,true
Bull,2025-10-31,2025,2025Q4,New Logo,CRM Closed-Won ACV,288528.55,0.09,17,25967.569499999998,10646.703494999998,15320.866004999998,0.41,36,true
Bull,2025-10-31,2025,2025Q4,Renewal Uplift,CRM Closed-Won ACV,26585.8,0.03,15,797.574,327.00534,470.56865999999997,0.41,36,true
Bull,2025-11-30,2025,2025Q4,Expansion,CRM Closed-Won ACV,282460.47,0.06,26,16947.6282,6948.527561999999,9999.100638,0.41,36,true
Bull,2025-11-30,2025,2025Q4,New Logo,CRM Closed-Won ACV,950229.63,0.09,24,85520.6667,35063.473347,50457.193352999995,0.41,36,true
Bull,2025-11-30,2025,2025Q4,Renewal Uplift,CRM Closed-Won ACV,45446.77,0.03,19,1363.4030999999998,558.9952709999999,804.4078289999998,0.41,36,true
Bull,2025-12-31,2025,2025Q4,Expansion,CRM Closed-Won ACV,263943.64,0.06,20,15836.6184,6493.0135439999995,9343.604856,0.41,36,true
Bull,2025-12-31,2025,2025Q4,New Logo,CRM Closed-Won ACV,615602.76,0.09,29,55404.2484,22715.741843999996,32688.506555999997,0.41,36,true
Bull,2025-12-31,2025,2025Q4,Renewal Uplift,CRM Closed-Won ACV,70345.51,0.03,31,2110.3653,865.2497729999999,1245.115527,0.41,36,true
Bull,2026-01-31,2026,2026Q1,Expansion,CRM Closed-Won ACV,288420.72,0.06,13,17305.243199999997,7095.1497119999985,10210.093487999999,0.41,36,true
Bull,2026-01-31,2026,2026Q1,New Logo,CRM Closed-Won ACV,279818.78,0.09,10,25183.6902,10325.312982,14858.377218,0.41,36,true
Bull,2026-01-31,2026,2026Q1,Renewal Uplift,CRM Closed-Won ACV,57521.56,0.03,16,1725.6467999999998,707.5151879999999,1018.1316119999998,0.41,36,true
Bull,2026-02-28,2026,2026Q1,Expansion,CRM Closed-Won ACV,304509.79,0.06,22,18270.587399999997,7490.940833999998,10779.646565999998,0.41,36,true
Bull,2026-02-28,2026,2026Q1,New Logo,CRM Closed-Won ACV,211126.59,0.09,12,19001.393099999998,7790.571170999999,11210.821928999998,0.41,36,true
Bull,2026-02-28,2026,2026Q1,Renewal Uplift,CRM Closed-Won ACV,24265.65,0.03,15,727.9695,298.467495,429.502005,0.41,36,true
Bull,2026-03-31,2026,2026Q1,Expansion,CRM Closed-Won ACV,270445.34,0.06,18,16226.7204,6652.9553639999995,9573.765035999999,0.41,36,true
Bull,2026-03-31,2026,2026Q1,New Logo,CRM Closed-Won ACV,356166.5,0.09,15,32054.985,13142.54385,18912.44115,0.41,36,true
Bull,2026-03-31,2026,2026Q1,Renewal Uplift,CRM Closed-Won ACV,28211.79,0.03,16,846.3537,347.00501699999995,499.348683,0.41,36,true
Bull,2026-04-30,2026,2026Q2,Expansion,CRM Closed-Won ACV,1140330.52,0.06,33,68419.8312,28052.130792,40367.700408,0.41,36,true
Bull,2026-04-30,2026,2026Q2,New Logo,CRM Closed-Won ACV,177846.81,0.09,12,16006.212899999999,6562.547288999999,9443.665610999999,0.41,36,true
Bull,2026-04-30,2026,2026Q2,Renewal Uplift,CRM Closed-Won ACV,16746.2,0.03,13,502.386,205.97826,296.40774,0.41,36,true
Bull,2026-05-31,2026,2026Q2,Expansion,CRM Closed-Won ACV,719217.48,0.06,32,43153.0488,17692.750008,25460.298791999998,0.41,36,true
Bull,2026-05-31,2026,2026Q2,New Logo,CRM Closed-Won ACV,185897.0,0.09,11,16730.73,6859.5993,9871.1307,0.41,36,true
Bull,2026-05-31,2026,2026Q2,Renewal Uplift,CRM Closed-Won ACV,17272.97,0.03,12,518.1891,212.45753100000002,305.73156900000004,0.41,36,true
Bull,2026-06-30,2026,2026Q2,Expansion,CRM Closed-Won ACV,281222.67,0.06,19,16873.3602,6918.077681999999,9955.282517999998,0.41,36,true
Bull,2026-06-30,2026,2026Q2,New Logo,CRM Closed-Won ACV,586300.68,0.09,11,52767.061200000004,21634.495092,31132.566108,0.41,36,true
Bull,2026-06-30,2026,2026Q2,Renewal Uplift,CRM Closed-Won ACV,27711.14,0.03,16,831.3341999999999,340.8470219999999,490.4871779999999,0.41,36,true
Bull,2026-07-31,2026,2026Q3,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2026-07-31,2026,2026Q3,New Logo,Phase 6 Forecast ARR Movement,436682.41964064306,0.09,,39301.41776765788,16113.581284739728,23187.836482918145,0.41,36,false
Bull,2026-08-31,2026,2026Q3,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2026-08-31,2026,2026Q3,New Logo,Phase 6 Forecast ARR Movement,90765.9489473644,0.09,,8168.935405262796,3349.263516157746,4819.67188910505,0.41,36,false
Bull,2026-09-30,2026,2026Q3,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2026-09-30,2026,2026Q3,New Logo,Phase 6 Forecast ARR Movement,11978.384111111109,0.09,,1078.0545699999998,442.0023736999999,636.0521962999999,0.41,36,false
Bull,2026-10-31,2026,2026Q4,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2026-10-31,2026,2026Q4,New Logo,Phase 6 Forecast ARR Movement,13001.746555555554,0.09,,1170.1571899999997,479.7644478999998,690.3927420999997,0.41,36,false
Bull,2026-11-30,2026,2026Q4,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2026-11-30,2026,2026Q4,New Logo,Phase 6 Forecast ARR Movement,469164.27803999314,0.09,,42224.78502359938,17312.161859675747,24912.623163923636,0.41,36,false
Bull,2026-12-31,2026,2026Q4,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2026-12-31,2026,2026Q4,New Logo,Phase 6 Forecast ARR Movement,473019.4717759262,0.09,,42571.752459833355,17454.418508531675,25117.333951301676,0.41,36,false
Bull,2027-01-31,2027,2027Q1,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-01-31,2027,2027Q1,New Logo,Phase 6 Forecast ARR Movement,470099.2992180451,0.09,,42308.936929624055,17346.664141145862,24962.272788478193,0.41,36,false
Bull,2027-02-28,2027,2027Q1,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-02-28,2027,2027Q1,New Logo,Phase 6 Forecast ARR Movement,467251.48824753275,0.09,,42052.63394227795,17241.579916333958,24811.054025943988,0.41,36,false
Bull,2027-03-31,2027,2027Q1,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-03-31,2027,2027Q1,New Logo,Phase 6 Forecast ARR Movement,464474.24575140607,0.09,,41802.682117626544,17139.09966822688,24663.58244939966,0.41,36,false
Bull,2027-04-30,2027,2027Q2,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-04-30,2027,2027Q2,New Logo,Phase 6 Forecast ARR Movement,461765.8230498445,0.09,,41558.924074486,17039.15887053926,24519.76520394674,0.41,36,false
Bull,2027-05-31,2027,2027Q2,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-05-31,2027,2027Q2,New Logo,Phase 6 Forecast ARR Movement,459124.5147951404,0.09,,41321.20633156264,16941.69459594068,24379.511735621953,0.41,36,false
Bull,2027-06-30,2027,2027Q2,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-06-30,2027,2027Q2,New Logo,Phase 6 Forecast ARR Movement,456548.6578979341,0.09,,41089.37921081407,16846.64547643377,24242.7337343803,0.41,36,false
Bull,2027-07-31,2027,2027Q3,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-07-31,2027,2027Q3,New Logo,Phase 6 Forecast ARR Movement,454036.63048005546,0.09,,40863.29674320499,16753.951664714044,24109.345078490944,0.41,36,false
Bull,2027-08-31,2027,2027Q3,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-08-31,2027,2027Q3,New Logo,Phase 6 Forecast ARR Movement,451586.8508533155,0.09,,40642.816576798396,16663.55479648734,23979.26178031105,0.41,36,false
Bull,2027-09-30,2027,2027Q3,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-09-30,2027,2027Q3,New Logo,Phase 6 Forecast ARR Movement,449197.776523602,0.09,,40427.79988712418,16575.397953720912,23852.401933403264,0.41,36,false
Bull,2027-10-31,2027,2027Q4,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-10-31,2027,2027Q4,New Logo,Phase 6 Forecast ARR Movement,446867.9032196545,0.09,,40218.1112897689,16489.42562880525,23728.685660963652,0.41,36,false
Bull,2027-11-30,2027,2027Q4,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-11-30,2027,2027Q4,New Logo,Phase 6 Forecast ARR Movement,441197.40634305653,0.09,,39707.76657087509,16280.184294058785,23427.5822768163,0.41,36,false
Bull,2027-12-31,2027,2027Q4,Expansion,Phase 6 Forecast ARR Movement,616933.5265902894,0.06,,37016.01159541737,15176.56475412112,21839.446841296245,0.41,36,false
Bull,2027-12-31,2027,2027Q4,New Logo,Phase 6 Forecast ARR Movement,435510.4101082552,0.09,,39195.936909742966,16070.334132994616,23125.60277674835,0.41,36,false
