contract_id,customer_id,contract_type,term_months,start_date,end_date,renewal_date,billing_frequency,list_acv,discount_pct,net_acv,tcv,renewal_status,predecessor_contract_id,uplift_pct_at_renewal
CTR-01279-02,CUST-01279,annual,12,2025-02-20,2026-02-19,2026-02-22,Annual in advance,111181.25,0.14,95682.58,95682.58,Renewed,CTR-01279-01,0.04
CTR-01279-03,CUST-01279,annual,12,2026-02-20,2027-02-19,2027-02-24,Annual in advance,118074.49,0.19,95687.57,95687.57,Active,CTR-01279-02,0.00
CTR-01280-01,CUST-01280,annual,12,2024-02-07,2025-02-06,2025-02-07,Annual in advance,17042.63,0.17,14124.93,14124.93,Renewed,,
CTR-01280-02,CUST-01280,annual,12,2025-02-07,2026-02-06,2026-02-06,Annual in advance,18099.27,0.22,14124.67,14124.67,Renewed,CTR-01280-01,0.00
CTR-01280-03,CUST-01280,annual,12,2026-02-07,2027-02-06,2027-02-08,Quarterly in advance,24987.86,0.24,19030.75,19030.75,Active,CTR-01280-02,0.04
CTR-01281-01,CUST-01281,annual,12,2024-02-10,2025-02-09,2025-02-13,Annual in advance,51127.89,0.15,43601.86,43601.86,Renewed,,
CTR-01281-02,CUST-01281,annual,12,2025-02-10,2026-02-09,2026-02-10,Quarterly in advance,66967.31,0.17,55803.86,55803.86,Renewed,CTR-01281-01,0.04
CTR-01281-03,CUST-01281,annual,12,2026-02-10,2027-02-09,2027-02-10,Annual in advance,132627.85,0.22,104073.07,104073.07,Active,CTR-01281-02,0.00
CTR-01282-01,CUST-01282,annual,12,2024-02-05,2025-02-04,2025-02-08,Quarterly in advance,48693.23,0.13,42528.67,42528.67,Renewed,,
CTR-01282-02,CUST-01282,annual,12,2025-02-05,2026-02-04,2026-02-09,Annual in advance,51712.21,0.14,44239.80,44239.80,Renewed,CTR-01282-01,0.04
CTR-01282-03,CUST-01282,annual,12,2026-02-05,2027-02-04,2027-02-07,Annual in advance,54918.37,0.19,44242.24,44242.24,Active,CTR-01282-02,0.00
CTR-01283-01,CUST-01283,annual,12,2024-03-28,2025-03-27,2025-03-30,Quarterly in advance,17128.28,0.09,15651.82,15651.82,Renewed,,
CTR-01283-02,CUST-01283,annual,12,2025-03-28,2026-03-27,2026-03-28,Annual in advance,28584.65,0.10,25766.20,25766.20,Renewed,CTR-01283-01,0.05
CTR-01283-03,CUST-01283,annual,12,2026-03-28,2027-03-27,2027-03-30,Annual in advance,24837.46,0.15,21082.04,21082.04,Active,CTR-01283-02,0.00
CTR-01284-01,CUST-01284,annual,12,2024-03-31,2025-03-30,2025-04-01,Annual in advance,17128.28,0.08,15817.97,15817.97,Renewed,,
CTR-01284-02,CUST-01284,annual,12,2025-03-31,2026-03-30,2026-04-01,Annual in advance,20788.83,0.13,18077.97,18077.97,Renewed,CTR-01284-01,0.00
CTR-01284-03,CUST-01284,annual,12,2026-03-31,2027-03-30,2027-04-03,Annual in advance,24837.46,0.15,21022.43,21022.43,Active,CTR-01284-02,0.03
CTR-01285-01,CUST-01285,annual,12,2024-03-09,2025-03-08,2025-03-13,Annual in advance,40373.79,0.20,32476.68,32476.68,Renewed,,
CTR-01285-02,CUST-01285,annual,12,2025-03-09,2026-03-08,2026-03-09,Annual in advance,97447.66,0.22,76106.62,76106.62,Renewed,CTR-01285-01,0.03
CTR-01285-03,CUST-01285,annual,12,2026-03-09,2027-03-08,2027-03-10,Quarterly in advance,103489.41,0.24,78393.23,78393.23,Active,CTR-01285-02,0.03
CTR-01286-01,CUST-01286,annual,12,2024-03-29,2025-03-28,2025-04-01,Quarterly in advance,27216.39,0.21,21631.59,21631.59,Renewed,,
CTR-01286-02,CUST-01286,annual,12,2025-03-29,2026-03-28,2026-03-30,Annual in advance,36699.62,0.22,28515.60,28515.60,Renewed,CTR-01286-01,0.04
CTR-01286-03,CUST-01286,annual,12,2026-03-29,2027-03-28,2027-03-31,Quarterly in advance,44494.43,0.24,33944.80,33944.80,Active,CTR-01286-02,0.04
CTR-01287-01,CUST-01287,annual,12,2024-03-30,2025-03-29,2025-04-02,Annual in advance,18841.10,0.11,16695.10,16695.10,Renewed,,
CTR-01287-02,CUST-01287,annual,12,2025-03-30,2026-03-29,2026-03-31,Annual in advance,21828.28,0.13,19056.09,19056.09,Churned,CTR-01287-01,0.05
CTR-01288-01,CUST-01288,annual,12,2024-04-28,2025-04-27,2025-04-27,Annual in advance,12295.97,0.09,11204.09,11204.09,Churned,,
CTR-01289-01,CUST-01289,annual,12,2024-04-25,2025-04-24,2025-04-29,Annual in advance,13771.48,0.21,10816.12,10816.12,Churned,,
CTR-01290-01,CUST-01290,multi_year,36,2024-04-25,2027-04-24,2027-04-27,Annual in advance,63693.11,0.31,44183.91,132551.73,Active,,
CTR-01291-01,CUST-01291,annual,12,2024-05-27,2025-05-26,2025-05-26,Annual in advance,17300.86,0.21,13596.75,13596.75,Renewed,,
CTR-01291-02,CUST-01291,annual,12,2025-05-27,2026-05-26,2026-05-27,Annual in advance,27560.27,0.24,21078.09,21078.09,Renewed,CTR-01291-01,0.03
CTR-01291-03,CUST-01291,annual,12,2026-05-27,2027-05-26,2027-05-28,Annual in advance,35122.81,0.26,26106.78,26106.78,Active,CTR-01291-02,0.03
CTR-01292-01,CUST-01292,annual,12,2024-05-20,2025-05-19,2025-05-19,Quarterly in advance,48442.41,0.04,46364.23,46364.23,Renewed,,
CTR-01292-02,CUST-01292,annual,12,2025-05-20,2026-05-19,2026-05-20,Annual in advance,69819.36,0.07,65099.57,65099.57,Renewed,CTR-01292-01,0.03
CTR-01292-03,CUST-01292,annual,12,2026-05-20,2027-05-19,2027-05-24,Annual in advance,74148.16,0.12,65102.08,65102.08,Active,CTR-01292-02,0.00
CTR-01293-01,CUST-01293,multi_year,24,2024-05-05,2026-05-04,2026-05-05,Quarterly in advance,42016.38,0.04,40314.72,80629.44,Renewed,,
CTR-01293-02,CUST-01293,multi_year,24,2026-05-05,2028-05-04,2028-05-07,Annual in advance,73869.41,0.12,65367.04,130734.08,Active,CTR-01293-01,0.04
CTR-01294-01,CUST-01294,annual,12,2024-06-25,2025-06-24,2025-06-26,Annual in advance,27323.70,0.17,22809.82,22809.82,Renewed,,
CTR-01294-02,CUST-01294,annual,12,2025-06-25,2026-06-24,2026-06-24,Annual in advance,29017.76,0.18,23870.01,23870.01,Renewed,CTR-01294-01,0.05
CTR-01294-03,CUST-01294,annual,12,2026-06-25,2027-06-24,2027-06-25,Annual in advance,102255.96,0.20,81590.03,81590.03,Active,CTR-01294-02,0.03
CTR-01295-01,CUST-01295,annual,12,2024-06-04,2025-06-03,2025-06-07,Annual in advance,26081.71,0.05,24683.73,24683.73,Renewed,,
CTR-01295-02,CUST-01295,annual,12,2025-06-04,2026-06-03,2026-06-08,Annual in advance,27698.78,0.07,25815.26,25815.26,Renewed,CTR-01295-01,0.05
CTR-01295-03,CUST-01295,annual,12,2026-06-04,2027-06-03,2027-06-04,Annual in advance,29416.10,0.09,26915.73,26915.73,Active,CTR-01295-02,0.04
CTR-01296-01,CUST-01296,monthly,1,2024-06-25,2026-06-30,,Monthly in arrears,17387.81,0.14,14988.29,31225.60,Active,,
CTR-01297-01,CUST-01297,annual,12,2024-06-29,2025-06-28,2025-06-28,Quarterly in advance,32291.64,0.10,28926.85,28926.85,Churned,,
CTR-01297-02R,CUST-01297,annual,12,2025-12-01,2026-11-30,2026-12-04,Annual in advance,33981.58,0.10,30440.70,30440.70,Active,,
CTR-01298-01,CUST-01298,annual,12,2024-07-26,2025-07-25,2025-07-26,Annual in advance,82133.38,0.05,78363.46,78363.46,Renewed,,
CTR-01298-02,CUST-01298,annual,12,2025-07-26,2026-07-25,2026-07-29,Annual in advance,257965.22,0.07,240681.55,240681.55,Active,CTR-01298-01,0.04
CTR-01299-01,CUST-01299,annual,12,2024-07-26,2025-07-25,2025-07-30,Annual in advance,31205.69,0.16,26069.23,26069.23,Renewed,,
CTR-01299-02,CUST-01299,annual,12,2025-07-26,2026-07-25,2026-07-29,Quarterly in advance,47722.24,0.17,39380.39,39380.39,Active,CTR-01299-01,0.05
CTR-01300-01,CUST-01300,annual,12,2024-07-31,2025-07-30,2025-08-03,Quarterly in advance,17475.19,0.14,15096.82,15096.82,Renewed,,
CTR-01300-02,CUST-01300,annual,12,2025-07-31,2026-07-30,2026-07-31,Annual in advance,19884.27,0.19,16175.85,16175.85,Active,CTR-01300-01,0.00
CTR-01301-01,CUST-01301,annual,12,2024-08-29,2025-08-28,2025-08-30,Quarterly in advance,72008.33,0.17,59903.73,59903.73,Renewed,,
CTR-01301-02,CUST-01301,annual,12,2025-08-29,2026-08-28,2026-08-29,Quarterly in advance,76472.85,0.18,62807.15,62807.15,Active,CTR-01301-01,0.05
CTR-01302-01,CUST-01302,annual,12,2024-08-26,2025-08-25,2025-08-25,Annual in advance,28100.81,0.11,25138.98,25138.98,Churned,,
CTR-01303-01,CUST-01303,annual,12,2024-08-28,2025-08-27,2025-08-30,Annual in advance,11290.50,0.16,9460.31,9460.31,Renewed,,
CTR-01303-02,CUST-01303,annual,12,2025-08-28,2026-08-27,2026-08-28,Annual in advance,10658.24,0.21,8409.35,8409.35,Active,CTR-01303-01,0.00
CTR-01304-01,CUST-01304,annual,12,2024-09-27,2025-09-26,2025-09-30,Annual in advance,22694.49,0.14,19598.96,19598.96,Renewed,,
CTR-01304-02,CUST-01304,annual,12,2025-09-27,2026-09-26,2026-09-26,Annual in advance,24101.55,0.19,19599.38,19599.38,Active,CTR-01304-01,0.00
CTR-01305-01,CUST-01305,multi_year,36,2024-09-25,2027-09-24,2027-09-27,Quarterly in advance,22946.65,0.04,21992.07,65976.21,Active,,
CTR-01306-01,CUST-01306,annual,12,2024-09-28,2025-09-27,2025-09-29,Annual in advance,21433.68,0.17,17884.26,17884.26,Renewed,,
CTR-01306-02,CUST-01306,annual,12,2025-09-28,2026-09-27,2026-10-01,Annual in advance,22762.57,0.18,18717.66,18717.66,Active,CTR-01306-01,0.05
CTR-01307-01,CUST-01307,annual,12,2024-10-29,2025-10-28,2025-10-31,Annual in advance,42575.94,0.19,34422.65,34422.65,Renewed,,
CTR-01307-02,CUST-01307,annual,12,2025-10-29,2026-10-28,2026-10-31,Annual in advance,92315.27,0.20,73593.73,73593.73,Active,CTR-01307-01,0.05
CTR-01308-01,CUST-01308,annual,12,2024-10-02,2025-10-01,2025-10-06,Annual in advance,15965.98,0.19,12951.60,12951.60,Churned,,
CTR-01309-01,CUST-01309,annual,12,2024-10-20,2025-10-19,2025-10-23,Annual in advance,33705.95,0.16,28390.52,28390.52,Renewed,,
CTR-01309-02,CUST-01309,annual,12,2025-10-20,2026-10-19,2026-10-21,Annual in advance,65939.48,0.18,54393.48,54393.48,Active,CTR-01309-01,0.04
CTR-01310-01,CUST-01310,annual,12,2024-11-09,2025-11-08,2025-11-09,Annual in advance,34384.74,0.06,32304.46,32304.46,Renewed,,
CTR-01310-02,CUST-01310,annual,12,2025-11-09,2026-11-08,2026-11-11,Annual in advance,36516.59,0.12,32306.23,32306.23,Active,CTR-01310-01,0.00
CTR-01311-01,CUST-01311,annual,12,2024-11-23,2025-11-22,2025-11-23,Annual in advance,17829.12,0.06,16800.38,16800.38,Churned,,
CTR-01312-01,CUST-01312,annual,12,2024-11-30,2025-11-29,2025-12-01,Annual in advance,16555.62,0.12,14501.07,14501.07,Renewed,,
CTR-01312-02,CUST-01312,annual,12,2025-11-30,2026-11-29,2026-12-03,Quarterly in advance,55451.12,0.18,45736.08,45736.08,Active,CTR-01312-01,0.00
CTR-01313-01,CUST-01313,annual,12,2024-11-04,2025-11-03,2025-11-04,Annual in advance,24196.67,0.16,20330.04,20330.04,Churned,,
CTR-01314-01,CUST-01314,annual,12,2024-12-31,2025-12-30,2026-01-04,Annual in advance,51964.30,0.14,44860.78,44860.78,Renewed,,
CTR-01314-02,CUST-01314,annual,12,2025-12-31,2026-12-30,2027-01-04,Annual in advance,58992.02,0.16,49517.90,49517.90,Active,CTR-01314-01,0.03
CTR-01315-01,CUST-01315,annual,12,2024-12-25,2025-12-24,2025-12-25,Annual in advance,51196.35,0.04,49215.05,49215.05,Renewed,,
CTR-01315-02,CUST-01315,annual,12,2025-12-25,2026-12-24,2026-12-24,Annual in advance,84274.31,0.06,79201.00,79201.00,Active,CTR-01315-01,0.04
CTR-01316-01,CUST-01316,annual,12,2024-12-30,2025-12-29,2025-12-29,Annual in advance,14079.00,0.08,12920.30,12920.30,Renewed,,
CTR-01316-02,CUST-01316,annual,12,2025-12-30,2026-12-29,2027-01-03,Annual in advance,46214.95,0.14,39934.34,39934.34,Active,CTR-01316-01,0.00
CTR-01317-01,CUST-01317,monthly,1,2024-12-28,2026-06-30,,Monthly in arrears,119031.51,0.15,101652.91,160950.44,Active,,
CTR-01318-01,CUST-01318,annual,12,2024-12-29,2025-12-28,2025-12-29,Annual in advance,23038.36,0.12,20229.98,20229.98,Renewed,,
CTR-01318-02,CUST-01318,annual,12,2025-12-29,2026-12-28,2026-12-28,Annual in advance,32622.31,0.14,28179.15,28179.15,Active,CTR-01318-01,0.04
CTR-01319-01,CUST-01319,annual,12,2024-12-30,2025-12-29,2025-12-29,Quarterly in advance,57595.89,0.10,51963.01,51963.01,Renewed,,
CTR-01319-02,CUST-01319,annual,12,2025-12-30,2026-12-29,2027-01-02,Annual in advance,72040.94,0.15,61198.78,61198.78,Active,CTR-01319-01,0.00
CTR-01320-01,CUST-01320,annual,12,2024-12-29,2025-12-28,2025-12-30,Annual in advance,14334.98,0.10,12895.75,12895.75,Renewed,,
CTR-01320-02,CUST-01320,annual,12,2025-12-29,2026-12-28,2026-12-28,Quarterly in advance,15223.75,0.12,13409.08,13409.08,Active,CTR-01320-01,0.04
CTR-01321-01,CUST-01321,annual,12,2024-12-09,2025-12-08,2025-12-13,Annual in advance,34630.88,0.21,27517.70,27517.70,Renewed,,
CTR-01321-02,CUST-01321,annual,12,2025-12-09,2026-12-08,2026-12-09,Quarterly in advance,70759.57,0.22,55079.25,55079.25,Active,CTR-01321-01,0.04
CTR-01322-01,CUST-01322,multi_year,36,2024-01-24,2027-01-23,2027-01-27,Annual in advance,313149.62,0.19,252805.69,758417.07,Active,,
CTR-01323-01,CUST-01323,multi_year,36,2024-02-28,2027-02-27,2027-03-02,Annual in advance,212528.05,0.30,149726.01,449178.03,Active,,
CTR-01324-01,CUST-01324,multi_year,36,2024-03-21,2027-03-20,2027-03-22,Annual in advance,558235.34,0.23,432632.39,1297897.17,Active,,
CTR-01325-01,CUST-01325,multi_year,24,2024-04-15,2026-04-14,2026-04-15,Quarterly in advance,131186.92,0.24,99911.96,199823.92,Renewed,,
CTR-01325-02,CUST-01325,multi_year,24,2026-04-15,2028-04-14,2028-04-14,Annual in advance,139680.99,0.32,94326.57,188653.14,Active,CTR-01325-01,0.00
CTR-01326-01,CUST-01326,multi_year,24,2024-05-14,2026-05-13,2026-05-14,Annual in advance,272313.63,0.34,180761.79,361523.58,Renewed,,
CTR-01326-02,CUST-01326,multi_year,36,2026-05-14,2029-05-13,2029-05-15,Annual in advance,315446.28,0.39,191728.25,575184.75,Active,CTR-01326-01,0.03
CTR-01327-01,CUST-01327,annual,12,2024-06-06,2025-06-05,2025-06-08,Annual in advance,249946.16,0.10,225501.43,225501.43,Renewed,,
CTR-01327-02,CUST-01327,annual,12,2025-06-06,2026-06-05,2026-06-09,Annual in advance,320551.65,0.12,283143.27,283143.27,Renewed,CTR-01327-01,0.04
CTR-01327-03,CUST-01327,annual,12,2026-06-06,2027-06-05,2027-06-07,Annual in advance,340425.85,0.14,293685.38,293685.38,Active,CTR-01327-02,0.04
CTR-01328-01,CUST-01328,annual,12,2024-09-25,2025-09-24,2025-09-28,Annual in advance,211122.37,0.18,174091.51,174091.51,Renewed,,
CTR-01328-02,CUST-01328,annual,12,2025-09-25,2026-09-24,2026-09-28,Annual in advance,242193.90,0.20,194651.24,194651.24,Active,CTR-01328-01,0.04
CTR-01329-01,CUST-01329,annual,12,2024-10-26,2025-10-25,2025-10-27,Annual in advance,285511.56,0.12,252620.63,252620.63,Churned,,
CTR-01330-01,CUST-01330,multi_year,24,2024-11-25,2026-11-24,2026-11-28,Annual in advance,266712.47,0.15,227905.81,455811.62,Active,,
CTR-01331-01,CUST-01331,multi_year,24,2024-12-27,2026-12-26,2026-12-26,Annual in advance,869521.56,0.32,593709.32,1187418.64,Active,,
CTR-01332-01,CUST-01332,multi_year,24,2024-12-27,2026-12-26,2026-12-31,Annual in advance,162775.52,0.32,111094.29,222188.58,Active,,
CTR-01333-01,CUST-01333,annual,12,2025-01-28,2026-01-27,2026-02-01,Annual in advance,8018.30,0.13,6979.13,6979.13,Renewed,,
CTR-01333-02,CUST-01333,annual,12,2026-01-28,2027-01-27,2027-01-28,Quarterly in advance,10063.69,0.15,8543.07,8543.07,Active,CTR-01333-01,0.04
CTR-01334-01,CUST-01334,monthly,1,2025-01-14,2025-06-30,,Monthly in arrears,20410.21,0.10,18352.86,9176.43,Churned,,
CTR-01335-01,CUST-01335,annual,12,2025-01-07,2026-01-06,2026-01-11,Annual in advance,11662.98,0.22,9104.12,9104.12,Churned,,
CTR-01336-01,CUST-01336,annual,12,2025-01-29,2026-01-28,2026-01-30,Annual in advance,6560.42,0.08,6046.08,6046.08,Renewed,,
CTR-01336-02,CUST-01336,annual,12,2026-01-29,2027-01-28,2027-01-31,Annual in advance,6967.17,0.10,6285.08,6285.08,Active,CTR-01336-01,0.04
CTR-01337-01,CUST-01337,monthly,1,2025-01-27,2025-03-31,,Monthly in arrears,4373.62,0.14,3744.26,936.07,Churned,,
CTR-01338-01,CUST-01338,annual,12,2025-01-10,2026-01-09,2026-01-09,Quarterly in advance,15307.66,0.02,15019.88,15019.88,Churned,,
CTR-01339-01,CUST-01339,monthly,1,2025-01-29,2026-04-30,,Monthly in arrears,8555.88,0.01,8429.25,11239.00,Churned,,
CTR-01339-02R,CUST-01339,monthly,1,2026-06-01,2026-06-30,,Monthly in arrears,4762.67,0.01,4692.18,391.02,Active,,
CTR-01340-01,CUST-01340,monthly,1,2025-01-17,2026-06-30,,Monthly in arrears,8164.08,0.06,7710.16,11565.24,Active,,
CTR-01341-01,CUST-01341,monthly,1,2025-01-28,2025-03-31,,Monthly in arrears,11662.98,0.08,10721.78,2680.45,Churned,,
CTR-01342-01,CUST-01342,monthly,1,2025-01-28,2025-03-31,,Monthly in arrears,10314.65,0.11,9153.22,2288.30,Churned,,
CTR-01343-01,CUST-01343,monthly,1,2025-01-28,2026-06-30,,Monthly in arrears,5102.55,0.15,4344.82,6517.23,Active,,
CTR-01344-01,CUST-01344,monthly,1,2025-01-27,2026-06-30,,Monthly in arrears,9476.17,0.02,9252.53,13878.80,Active,,
CTR-01345-01,CUST-01345,monthly,1,2025-01-31,2025-09-30,,Monthly in arrears,10934.04,0.08,10103.05,7577.29,Churned,,
CTR-01345-02R,CUST-01345,monthly,1,2026-02-01,2026-06-30,,Monthly in arrears,10892.28,0.08,10064.47,4193.53,Active,,
CTR-01346-01,CUST-01346,monthly,1,2025-02-14,2026-06-30,,Monthly in arrears,6153.83,0.14,5322.45,7540.14,Churned,,
CTR-01347-01,CUST-01347,monthly,1,2025-02-27,2025-03-31,,Monthly in arrears,2197.80,0.08,2022.20,337.03,Churned,,
CTR-01348-01,CUST-01348,monthly,1,2025-02-25,2025-03-31,,Monthly in arrears,10256.39,0.15,8768.19,1461.37,Churned,,
CTR-01349-01,CUST-01349,monthly,1,2025-02-25,2026-06-30,,Monthly in arrears,10256.39,0.06,9592.80,13589.80,Active,,
CTR-01350-01,CUST-01350,annual,12,2025-02-02,2026-02-01,2026-02-02,Quarterly in advance,17582.38,0.02,17188.53,17188.53,Churned,,
CTR-01351-01,CUST-01351,monthly,1,2025-02-07,2026-06-30,,Monthly in arrears,9523.79,0.07,8832.36,12512.51,Active,,
CTR-01352-01,CUST-01352,monthly,1,2025-02-26,2026-06-30,,Monthly in arrears,2930.40,0.11,2594.58,3675.66,Active,,
CTR-01353-01,CUST-01353,annual,12,2025-02-25,2026-02-24,2026-03-01,Annual in advance,8058.59,0.04,7768.48,7768.48,Renewed,,
CTR-01353-02,CUST-01353,annual,12,2026-02-25,2027-02-24,2027-02-27,Quarterly in advance,9336.24,0.09,8474.51,8474.51,Active,CTR-01353-01,0.00
CTR-01354-01,CUST-01354,monthly,1,2025-02-28,2025-03-31,,Monthly in arrears,2930.40,0.00,2930.40,488.40,Churned,,
CTR-01355-01,CUST-01355,annual,12,2025-02-03,2026-02-02,2026-02-02,Annual in advance,6593.39,0.06,6212.29,6212.29,Renewed,,
CTR-01355-02,CUST-01355,annual,12,2026-02-03,2027-02-02,2027-02-04,Annual in advance,9336.24,0.07,8645.36,8645.36,Active,CTR-01355-01,0.04
CTR-01356-01,CUST-01356,monthly,1,2025-02-20,2025-08-31,,Monthly in arrears,26373.57,0.15,22288.30,13001.51,Churned,,
CTR-01357-01,CUST-01357,monthly,1,2025-02-25,2026-06-30,,Monthly in arrears,3663.00,0.06,3458.60,4899.68,Active,,
CTR-01358-01,CUST-01358,annual,12,2025-02-09,2026-02-08,2026-02-13,Annual in advance,30769.17,0.04,29384.56,29384.56,Renewed,,
CTR-01358-02,CUST-01358,annual,12,2026-02-09,2027-02-08,2027-02-08,Annual in advance,33766.08,0.07,31291.03,31291.03,Active,CTR-01358-01,0.03
CTR-01359-01,CUST-01359,annual,12,2025-03-29,2026-03-28,2026-03-28,Quarterly in advance,13989.34,0.05,13347.23,13347.23,Churned,,
CTR-01360-01,CUST-01360,monthly,1,2025-03-17,2026-06-30,,Monthly in arrears,7362.81,0.14,6327.60,8436.80,Active,,
CTR-01361-01,CUST-01361,monthly,1,2025-03-16,2026-06-30,,Monthly in arrears,9571.65,0.06,9016.49,12021.99,Churned,,
CTR-01362-01,CUST-01362,monthly,1,2025-03-30,2026-06-30,,Monthly in arrears,9571.65,0.11,8558.01,11410.68,Active,,
CTR-01363-01,CUST-01363,monthly,1,2025-03-30,2025-06-30,,Monthly in arrears,2208.84,0.006800,2193.82,731.27,Churned,,
CTR-01364-01,CUST-01364,monthly,1,2025-03-16,2025-04-30,,Monthly in arrears,6626.53,0.05,6313.76,1052.29,Churned,,
CTR-01365-01,CUST-01365,monthly,1,2025-03-28,2026-06-30,,Monthly in arrears,5153.97,0.06,4838.03,6450.71,Churned,,
CTR-01366-01,CUST-01366,monthly,1,2025-03-04,2026-01-31,,Monthly in arrears,9571.65,0.07,8871.01,8131.76,Churned,,
CTR-01367-01,CUST-01367,monthly,1,2025-03-12,2026-06-30,,Monthly in arrears,15627.36,0.15,13278.57,17704.76,Active,,
CTR-01368-01,CUST-01368,monthly,1,2025-03-30,2026-06-30,,Monthly in arrears,8385.37,0.08,7691.06,10254.75,Active,,
CTR-01369-01,CUST-01369,monthly,1,2025-03-21,2026-06-30,,Monthly in arrears,7279.34,0.08,6726.84,8969.12,Active,,
CTR-01370-01,CUST-01370,annual,12,2025-03-23,2026-03-22,2026-03-22,Annual in advance,8099.09,0.07,7566.17,7566.17,Renewed,,
CTR-01370-02,CUST-01370,annual,12,2026-03-23,2027-03-22,2027-03-23,Annual in advance,8601.23,0.12,7566.50,7566.50,Active,CTR-01370-01,0.00
CTR-01371-01,CUST-01371,annual,12,2025-03-26,2026-03-25,2026-03-26,Quarterly in advance,3092.38,0.12,2733.66,2733.66,Renewed,,
CTR-01371-02,CUST-01371,annual,12,2026-03-26,2027-03-25,2027-03-30,Quarterly in advance,4378.81,0.14,3772.78,3772.78,Active,CTR-01371-01,0.04
CTR-01372-01,CUST-01372,monthly,1,2025-03-01,2026-06-30,,Monthly in arrears,11044.21,0.09,10077.84,13437.12,Active,,
CTR-01373-01,CUST-01373,monthly,1,2025-03-28,2026-06-30,,Monthly in arrears,5153.97,0.04,4963.27,6617.69,Active,,
CTR-01374-01,CUST-01374,monthly,1,2025-03-26,2025-04-30,,Monthly in arrears,2945.12,0.11,2617.03,436.17,Churned,,
CTR-01375-01,CUST-01375,monthly,1,2025-03-30,2025-11-30,,Monthly in arrears,11834.25,0.02,11591.65,8693.74,Churned,,
CTR-01376-01,CUST-01376,monthly,1,2025-03-14,2026-04-30,,Monthly in arrears,11511.37,0.08,10573.19,12335.39,Churned,,
CTR-01377-01,CUST-01377,monthly,1,2025-03-24,2025-07-31,,Monthly in arrears,10307.93,0.10,9324.55,3885.23,Churned,,
CTR-01378-01,CUST-01378,monthly,1,2025-03-20,2025-04-30,,Monthly in arrears,11780.49,0.08,10874.57,1812.43,Churned,,
CTR-01379-01,CUST-01379,annual,12,2025-03-28,2026-03-27,2026-03-28,Annual in advance,14563.25,0.14,12518.57,12518.57,Renewed,,
CTR-01379-02,CUST-01379,annual,12,2026-03-28,2027-03-27,2027-04-01,Quarterly in advance,16560.88,0.15,14008.85,14008.85,Active,CTR-01379-01,0.05
CTR-01380-01,CUST-01380,monthly,1,2025-04-27,2026-06-30,,Monthly in arrears,10359.73,0.07,9595.18,11993.98,Active,,
CTR-01381-01,CUST-01381,monthly,1,2025-04-21,2026-06-30,,Monthly in arrears,9619.75,0.02,9399.46,11749.32,Active,,
CTR-01382-01,CUST-01382,monthly,1,2025-04-27,2026-06-30,,Monthly in arrears,12431.68,0.07,11621.13,14526.41,Active,,
CTR-01383-01,CUST-01383,monthly,1,2025-04-29,2025-10-31,,Monthly in arrears,2219.94,0.14,1902.27,1109.66,Churned,,
CTR-01384-01,CUST-01384,annual,12,2025-04-29,2026-04-28,2026-05-01,Annual in advance,13467.65,0.14,11591.61,11591.61,Renewed,,
CTR-01384-02,CUST-01384,annual,12,2026-04-29,2027-04-28,2027-04-29,Annual in advance,14302.65,0.19,11592.30,11592.30,Active,CTR-01384-01,0.00
CTR-01385-01,CUST-01385,monthly,1,2025-04-17,2026-06-30,,Monthly in arrears,8879.77,0.06,8331.89,10414.86,Active,,
CTR-01386-01,CUST-01386,monthly,1,2025-04-26,2026-06-30,,Monthly in arrears,4726.43,0.07,4380.46,5475.57,Active,,
CTR-01387-01,CUST-01387,monthly,1,2025-04-25,2025-12-31,,Monthly in arrears,11395.71,0.00,11395.71,8546.78,Churned,,
CTR-01388-01,CUST-01388,monthly,1,2025-04-30,2025-06-30,,Monthly in arrears,3977.47,0.07,3701.04,925.26,Churned,,
CTR-01388-02R,CUST-01388,monthly,1,2025-08-01,2025-11-30,,Monthly in arrears,2264.90,0.07,2107.49,702.50,Churned,,
CTR-01389-01,CUST-01389,annual,12,2025-04-29,2026-04-28,2026-04-30,Annual in advance,3107.92,0.11,2763.56,2763.56,Churned,,
CTR-01390-01,CUST-01390,monthly,1,2025-04-28,2026-06-30,,Monthly in arrears,22791.41,0.11,20190.91,25238.64,Active,,
CTR-01391-01,CUST-01391,monthly,1,2025-04-23,2026-06-30,,Monthly in arrears,5179.87,0.02,5070.57,6338.21,Active,,
CTR-01392-01,CUST-01392,monthly,1,2025-04-25,2026-06-30,,Monthly in arrears,6659.83,0.09,6041.13,7551.41,Active,,
CTR-01393-01,CUST-01393,annual,12,2025-05-27,2026-05-26,2026-05-26,Quarterly in advance,14576.51,0.10,13142.18,13142.18,Churned,,
CTR-01394-01,CUST-01394,monthly,1,2025-05-31,2026-06-30,,Monthly in arrears,5205.90,0.12,4564.53,5325.28,Active,,
CTR-01395-01,CUST-01395,annual,12,2025-05-12,2026-05-11,2026-05-15,Annual in advance,8329.44,0.04,8000.43,8000.43,Renewed,,
CTR-01395-02,CUST-01395,annual,12,2026-05-12,2027-05-11,2027-05-11,Quarterly in advance,9951.59,0.07,9287.82,9287.82,Active,CTR-01395-01,0.03
CTR-01396-01,CUST-01396,monthly,1,2025-05-28,2026-06-30,,Monthly in arrears,23947.13,0.13,20719.06,24172.24,Active,,
