month_end_date,cost_center,department,account_code,account_name,account_category,actual_amount
2025-12-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,13933.17
2025-12-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,12684.17
2025-12-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,8042.50
2025-12-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2623.29
2025-12-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,5062.83
2025-12-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,304.36
2025-12-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,54216.67
2025-12-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,11114.42
2025-12-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2162.64
2025-12-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,4060.19
2025-12-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,287.07
2025-12-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,35008.33
2025-12-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,7176.71
2025-12-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,1506.58
2025-12-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,2889.31
2025-12-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,29183.33
2025-12-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,5982.58
2025-12-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1051.62
2025-12-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2239.52
2025-12-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,27900.00
2025-12-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,5719.50
2025-12-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,1081.54
2025-12-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,2085.30
2025-12-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,132.11
2025-12-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,98141.67
2025-12-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,9848.50
2025-12-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,22137.98
2025-12-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,14120.03
2025-12-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,175459.98
2025-12-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,68909.66
2025-12-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3063.14
2025-12-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,3272.38
2025-12-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,448.76
2025-12-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,69675.00
2025-12-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,6424.33
2025-12-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,15600.36
2025-12-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,48248.09
2025-12-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,2518.81
2025-12-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2794.94
2025-12-31,CC-1200,Customer Success,6000,Salaries & Wages,Sales & Marketing,80050.00
2025-12-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,120075.00
2025-12-31,CC-1200,Customer Success,6010,Bonus,Sales & Marketing,7875.00
2025-12-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,11812.50
2025-12-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Sales & Marketing,18024.62
2025-12-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,27036.94
2025-12-31,CC-1200,Customer Success,6200,Software & Subscriptions,Sales & Marketing,1285.62
2025-12-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,1928.43
2025-12-31,CC-1200,Customer Success,6300,Travel & Entertainment,Sales & Marketing,1371.58
2025-12-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,2057.38
2025-12-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1335.67
2025-12-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,77141.67
2025-12-31,CC-2000,Support,6010,Bonus,Subscription COGS,7537.67
2025-12-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,17359.26
2025-12-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,1105.28
2025-12-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,144630.87
2025-12-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,804.44
2025-12-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,31664.45
2025-12-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,48016.67
2025-12-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,4772.92
2025-12-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,10821.86
2025-12-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,13932.99
2025-12-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,764.27
2025-12-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,133.60
2025-12-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,3648.39
2025-12-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,42366.67
2025-12-31,CC-2100,Professional Services,6010,Bonus,Services COGS,3744.67
2025-12-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,9452.82
2025-12-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,929.26
2025-12-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,2769.42
2025-12-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,338616.67
2025-12-31,CC-3000,Engineering,6010,Bonus,Research & Development,32045.75
2025-12-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,75985.80
2025-12-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,23445.45
2025-12-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,10085.03
2025-12-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2885.79
2025-12-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1580.46
2025-12-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,1357.53
2025-12-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,73783.33
2025-12-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,9003.67
2025-12-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,16971.33
2025-12-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,7709.80
2025-12-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,2309.13
2025-12-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,151891.67
2025-12-31,CC-3100,Product & Design,6010,Bonus,Research & Development,13699.67
2025-12-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,33946.22
2025-12-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,10291.70
2025-12-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,4181.77
2025-12-31,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1466.21
2025-12-31,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,60308.33
2025-12-31,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,5342.67
2025-12-31,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,13458.45
2025-12-31,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1282.97
2025-12-31,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,968.82
2025-12-31,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,52756.72
2025-12-31,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,21113.28
2025-12-31,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,235.94
2025-12-31,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,58750.00
2025-12-31,CC-4010,People Operations,6010,Bonus,General & Administrative,6273.08
2025-12-31,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,13329.73
2025-12-31,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,979.53
2025-12-31,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,18901.94
2025-12-31,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,182.24
2025-12-31,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,17383.33
2025-12-31,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,1390.67
2025-12-31,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,3848.67
2025-12-31,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,588.80
2025-12-31,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,387.17
2025-12-31,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,26914.47
2025-12-31,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,19072.36
2025-12-31,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,51225.00
2025-12-31,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,5701.42
2025-12-31,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,11669.92
2025-12-31,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,5382.26
2025-12-31,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,768.55
2025-12-31,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,35003.21
2025-12-31,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,130.33
2025-12-31,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-2382460.65
2025-12-31,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-41744.82
2025-12-31,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-26707.73
2025-12-31,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-49580.70
2026-01-31,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,71075.00
2026-01-31,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,14570.38
2026-01-31,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,2935.55
2026-01-31,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,5032.21
2026-01-31,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,3557.28
2026-01-31,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,4939.85
2026-01-31,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,359.83
2026-01-31,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,105091.67
2026-01-31,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,21543.79
2026-01-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,5604.23
2026-01-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,9606.94
2026-01-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4967.82
2026-01-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,6670.80
2026-01-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,555.25
2026-01-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,67966.67
2026-01-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,13933.17
2026-01-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,4803.62
2026-01-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,8234.52
2026-01-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2433.96
2026-01-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,3559.24
2026-01-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,304.04
2026-01-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,63058.33
2026-01-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,12926.96
2026-01-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2656.25
2026-01-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,3575.99
2026-01-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,301.11
2026-01-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,35008.33
2026-01-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,7176.71
2026-01-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,1571.36
2026-01-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,1946.11
2026-01-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,29183.33
2026-01-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,5982.58
2026-01-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1015.37
2026-01-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,1679.51
2026-01-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,36675.00
2026-01-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,7518.38
2026-01-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,1376.58
2026-01-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,2108.11
2026-01-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,182.99
2026-01-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,98141.67
2026-01-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,9848.50
2026-01-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,22137.98
2026-01-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,15249.93
2026-01-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,90657.61
2026-01-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,38034.31
2026-01-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3180.50
2026-01-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2630.07
2026-01-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,415.03
2026-01-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,69675.00
2026-01-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,6424.33
2026-01-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,15600.36
2026-01-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,25155.24
2026-01-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,2565.58
2026-01-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2005.85
2026-01-31,CC-1200,Customer Success,6000,Salaries & Wages,Sales & Marketing,84483.33
2026-01-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,126725.00
2026-01-31,CC-1200,Customer Success,6010,Bonus,Sales & Marketing,8229.67
2026-01-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,12344.50
2026-01-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Sales & Marketing,19006.17
2026-01-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,28509.25
2026-01-31,CC-1200,Customer Success,6200,Software & Subscriptions,Sales & Marketing,1519.70
2026-01-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,2279.55
2026-01-31,CC-1200,Customer Success,6300,Travel & Entertainment,Sales & Marketing,1079.17
2026-01-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,1618.75
2026-01-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1209.45
2026-01-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,77141.67
2026-01-31,CC-2000,Support,6010,Bonus,Subscription COGS,7537.67
2026-01-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,17359.26
2026-01-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,1213.21
2026-01-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,129570.94
2026-01-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,827.19
2026-01-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,18969.50
2026-01-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,34708.33
2026-01-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,2776.67
2026-01-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,7684.42
2026-01-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,14154.20
2026-01-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,523.36
2026-01-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,89.71
2026-01-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,3920.94
2026-01-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,42366.67
2026-01-31,CC-2100,Professional Services,6010,Bonus,Services COGS,3744.67
2026-01-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,9452.82
2026-01-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,1024.53
2026-01-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,1969.16
2026-01-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,332958.33
2026-01-31,CC-3000,Engineering,6010,Bonus,Research & Development,30697.08
2026-01-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,74549.36
2026-01-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,25662.63
2026-01-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,10768.49
2026-01-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2151.09
2026-01-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1613.23
2026-01-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,956.98
2026-01-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,73783.33
2026-01-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,9003.67
2026-01-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,16971.33
2026-01-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,8252.61
2026-01-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,2238.18
2026-01-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,151891.67
2026-01-31,CC-3100,Product & Design,6010,Bonus,Research & Development,13699.67
2026-01-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,33946.22
2026-01-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,9140.98
2026-01-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,4701.34
2026-01-31,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1158.93
2026-01-31,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,60308.33
2026-01-31,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,5342.67
2026-01-31,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,13458.45
2026-01-31,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1284.85
2026-01-31,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,723.62
2026-01-31,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,35429.06
2026-01-31,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,21113.28
2026-01-31,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,173.82
2026-01-31,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,58750.00
2026-01-31,CC-4010,People Operations,6010,Bonus,General & Administrative,6273.08
2026-01-31,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,13329.73
2026-01-31,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,870.47
2026-01-31,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,41419.48
2026-01-31,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,206.32
2026-01-31,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,17383.33
2026-01-31,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,1390.67
2026-01-31,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,3848.67
2026-01-31,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,558.07
2026-01-31,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,308.31
2026-01-31,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,18593.74
2026-01-31,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,16996.42
2026-01-31,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,51225.00
2026-01-31,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,5701.42
2026-01-31,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,11669.92
2026-01-31,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,5679.02
2026-01-31,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,739.13
2026-01-31,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,39343.09
2026-01-31,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,93.10
2026-01-31,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-2441444.17
2026-01-31,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-41717.11
2026-01-31,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-26553.96
2026-01-31,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-44056.63
2026-02-28,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,80033.33
2026-02-28,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,16406.83
2026-02-28,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,3178.72
2026-02-28,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,5159.27
2026-02-28,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,4024.73
2026-02-28,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,5045.75
2026-02-28,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,444.95
2026-02-28,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,106250.00
2026-02-28,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,21781.25
2026-02-28,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,6068.47
2026-02-28,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,9849.51
2026-02-28,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4307.71
2026-02-28,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,6538.08
2026-02-28,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,497.43
2026-02-28,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,67966.67
2026-02-28,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,13933.17
2026-02-28,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,5201.55
2026-02-28,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,8442.44
2026-02-28,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2586.82
2026-02-28,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,3298.03
2026-02-28,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,326.42
2026-02-28,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,71558.33
2026-02-28,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,14669.46
2026-02-28,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2847.32
2026-02-28,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,4421.53
2026-02-28,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,338.55
2026-02-28,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,24291.67
2026-02-28,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,4979.79
2026-02-28,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,1036.92
2026-02-28,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,1531.09
2026-02-28,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,29183.33
2026-02-28,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,5982.58
2026-02-28,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1024.82
2026-02-28,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,1392.82
2026-02-28,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,28333.33
2026-02-28,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,5808.33
2026-02-28,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,1042.83
2026-02-28,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1506.64
2026-02-28,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,154.77
2026-02-28,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,98141.67
2026-02-28,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,9848.50
2026-02-28,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,22137.98
2026-02-28,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,15345.04
2026-02-28,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,106609.81
2026-02-28,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,40137.33
2026-02-28,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3345.40
2026-02-28,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2528.21
2026-02-28,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,429.70
